Type,School Year,County,District,School,Agency Name,ELL Percentage,DataAsOf 
SC,20142015,27,0001,001,FREMONT SENIOR HIGH SCHOOL,0.0434,06/23/2015
SC,20152016,27,0001,001,FREMONT SENIOR HIGH SCHOOL,0.0578,11/16/2016
SC,20112012,27,0001,002,FREMONT MIDDLE SCHOOL,0.0686,05/21/2013
SC,20122013,27,0001,002,FREMONT MIDDLE SCHOOL,0.0467,06/21/2013
SC,20132014,27,0001,002,FREMONT MIDDLE SCHOOL,0.0369,07/07/2014
SC,20142015,27,0001,002,FREMONT MIDDLE SCHOOL,0.0320,06/23/2015
SC,20152016,27,0001,002,FREMONT MIDDLE SCHOOL,0.0220,11/16/2016
SC,20112012,27,0001,004,FREMONT LEARNING CENTER,-1.0000,05/21/2013
SC,20122013,27,0001,004,FREMONT LEARNING CENTER,-1.0000,06/21/2013
SC,20132014,27,0001,004,FREMONT LEARNING CENTER,-1.0000,07/07/2014
SC,20142015,27,0001,004,FREMONT LEARNING CENTER,-1.0000,06/23/2015
SC,20152016,27,0001,004,FREMONT LEARNING CENTER,-1.0000,11/16/2016
SC,20112012,27,0001,005,GRANT ELEMENTARY SCHOOL,-1.0000,05/21/2013
SC,20122013,27,0001,005,GRANT ELEMENTARY SCHOOL,-1.0000,06/21/2013
SC,20132014,27,0001,005,GRANT ELEMENTARY SCHOOL,-1.0000,07/07/2014
SC,20142015,27,0001,005,GRANT ELEMENTARY SCHOOL,-1.0000,06/23/2015
SC,20152016,27,0001,005,GRANT ELEMENTARY SCHOOL,-1.0000,11/16/2016
SC,20112012,27,0001,007,LINDEN ELEMENTARY SCHOOL,0.2301,05/21/2013
SC,20122013,27,0001,007,LINDEN ELEMENTARY SCHOOL,0.1925,06/21/2013
SC,20132014,27,0001,007,LINDEN ELEMENTARY SCHOOL,0.2063,07/07/2014
SC,20142015,27,0001,007,LINDEN ELEMENTARY SCHOOL,0.2305,06/23/2015
SC,20152016,27,0001,007,LINDEN ELEMENTARY SCHOOL,0.2179,11/16/2016
SC,20112012,27,0001,009,WASHINGTON ELEMENTARY SCHOOL,0.4942,05/21/2013
SC,20122013,27,0001,009,WASHINGTON ELEMENTARY SCHOOL,0.5736,06/21/2013
SC,20132014,27,0001,009,WASHINGTON ELEMENTARY SCHOOL,0.6165,07/07/2014
SC,20142015,27,0001,009,WASHINGTON ELEMENTARY SCHOOL,0.6418,06/23/2015
SC,20152016,27,0001,009,WASHINGTON ELEMENTARY SCHOOL,0.6398,11/16/2016
SC,20112012,27,0001,010,CLARMAR ELEMENTARY SCHOOL,-1.0000,05/21/2013
SC,20122013,27,0001,010,CLARMAR ELEMENTARY SCHOOL,-1.0000,06/21/2013
SC,20132014,27,0001,010,CLARMAR ELEMENTARY SCHOOL,-1.0000,07/07/2014
SC,20142015,27,0001,010,CLARMAR ELEMENTARY SCHOOL,-1.0000,06/23/2015
SC,20152016,27,0001,010,CLARMAR ELEMENTARY SCHOOL,-1.0000,11/16/2016
SC,20112012,27,0001,011,HOWARD ELEMENTARY SCHOOL,-1.0000,05/21/2013
SC,20122013,27,0001,011,HOWARD ELEMENTARY SCHOOL,-1.0000,06/21/2013
SC,20132014,27,0001,011,HOWARD ELEMENTARY SCHOOL,-1.0000,07/07/2014
SC,20142015,27,0001,011,HOWARD ELEMENTARY SCHOOL,-1.0000,06/23/2015
SC,20152016,27,0001,011,HOWARD ELEMENTARY SCHOOL,-1.0000,11/16/2016
SC,20112012,27,0001,012,DAVENPORT SCHOOL,-1.0000,05/21/2013
SC,20122013,27,0001,012,DAVENPORT SCHOOL,-1.0000,06/21/2013
SC,20132014,27,0001,012,DAVENPORT SCHOOL,-1.0000,07/07/2014
SC,20142015,27,0001,012,DAVENPORT SCHOOL,-1.0000,06/23/2015
SC,20152016,27,0001,012,DAVENPORT SCHOOL,-1.0000,11/16/2016
SC,20112012,27,0001,015,MILLIKEN PARK ELEMENTARY SCH,0.1612,05/21/2013
SC,20122013,27,0001,015,MILLIKEN PARK ELEMENTARY SCH,0.1804,06/21/2013
SC,20132014,27,0001,015,MILLIKEN PARK ELEMENTARY SCH,0.1825,07/07/2014
SC,20142015,27,0001,015,MILLIKEN PARK ELEMENTARY SCH,0.2420,06/23/2015
SC,20152016,27,0001,015,MILLIKEN PARK ELEMENTARY SCH,0.2634,11/16/2016
SC,20112012,27,0001,016,BELL FIELD ELEMENTARY SCHOOL,-1.0000,05/21/2013
SC,20122013,27,0001,016,BELL FIELD ELEMENTARY SCHOOL,-1.0000,06/21/2013
SC,20132014,27,0001,016,BELL FIELD ELEMENTARY SCHOOL,-1.0000,07/07/2014
SC,20142015,27,0001,016,BELL FIELD ELEMENTARY SCHOOL,-1.0000,06/23/2015
SC,20152016,27,0001,016,BELL FIELD ELEMENTARY SCHOOL,-1.0000,11/16/2016
SC,20112012,27,0001,017,STUDENT SERVICE CENTER,-1.0000,05/21/2013
SC,20122013,27,0001,017,STUDENT SERVICE CENTER,-1.0000,06/21/2013
SC,20132014,27,0001,017,STUDENT SERVICE CENTER,-1.0000,07/07/2014
SC,20142015,27,0001,017,STUDENT SERVICE CENTER,-1.0000,06/23/2015
SC,20152016,27,0001,017,STUDENT SERVICE CENTER,-1.0000,11/16/2016
SC,20112012,27,0001,018,PLATTEVILLE SCHOOL,-1.0000,05/21/2013
SC,20122013,27,0001,019,JOHNSON CROSSING ACADEMIC CENTER (5-6),0.0853,06/21/2013
SC,20132014,27,0001,019,JOHNSON CROSSING ACADEMIC CENTER (5-6),0.0633,07/07/2014
SC,20142015,27,0001,019,JOHNSON CROSSING ACADEMIC CENTER (5-6),0.0479,06/23/2015
SC,20152016,27,0001,019,JOHNSON CROSSING ACADEMIC CENTER (5-6),0.0593,11/16/2016
DI,20112012,27,0062,000,SCRIBNER-SNYDER COMMUNITY SCHS,-1.0000,05/21/2013
DI,20122013,27,0062,000,SCRIBNER-SNYDER COMMUNITY SCHS,-1.0000,06/21/2013
DI,20132014,27,0062,000,SCRIBNER-SNYDER COMMUNITY SCHS,-1.0000,07/07/2014
DI,20142015,27,0062,000,SCRIBNER-SNYDER COMMUNITY SCHS,-1.0000,06/23/2015
DI,20152016,27,0062,000,SCRIBNER-SNYDER COMMUNITY SCHS,-1.0000,11/16/2016
SC,20112012,27,0062,001,SCRIBNER-SNYDER SECONDARY SCH,-1.0000,05/21/2013
SC,20122013,27,0062,001,SCRIBNER-SNYDER SECONDARY SCH,-1.0000,06/21/2013
SC,20132014,27,0062,001,SCRIBNER-SNYDER SECONDARY SCH,-1.0000,07/07/2014
SC,20142015,27,0062,001,SCRIBNER-SNYDER SECONDARY SCH,-1.0000,06/23/2015
SC,20152016,27,0062,001,SCRIBNER-SNYDER SECONDARY SCH,-1.0000,11/16/2016
SC,20112012,27,0062,002,ELEMENTARY SCHOOL AT SCRIBNER,-1.0000,05/21/2013
SC,20122013,27,0062,002,ELEMENTARY SCHOOL AT SCRIBNER,-1.0000,06/21/2013
SC,20132014,27,0062,002,ELEMENTARY SCHOOL AT SCRIBNER,-1.0000,07/07/2014
SC,20142015,27,0062,002,ELEMENTARY SCHOOL AT SCRIBNER,-1.0000,06/23/2015
SC,20152016,27,0062,002,ELEMENTARY SCHOOL AT SCRIBNER,-1.0000,11/16/2016
DI,20112012,27,0594,000,LOGAN VIEW PUBLIC SCHOOLS,0.0653,05/21/2013
DI,20122013,27,0594,000,LOGAN VIEW PUBLIC SCHOOLS,0.0653,06/21/2013
DI,20132014,27,0594,000,LOGAN VIEW PUBLIC SCHOOLS,0.0497,07/07/2014
DI,20142015,27,0594,000,LOGAN VIEW PUBLIC SCHOOLS,0.0439,06/23/2015
DI,20152016,27,0594,000,LOGAN VIEW PUBLIC SCHOOLS,0.0347,11/16/2016
SC,20112012,27,0594,001,LOGAN VIEW JR/SR HIGH SCHOOL,-1.0000,05/21/2013
SC,20122013,27,0594,001,LOGAN VIEW JR/SR HIGH SCHOOL,0.0455,06/21/2013
SC,20132014,27,0594,001,LOGAN VIEW JR/SR HIGH SCHOOL,-1.0000,07/07/2014
SC,20142015,27,0594,001,LOGAN VIEW JR/SR HIGH SCHOOL,-1.0000,06/23/2015
SC,20152016,27,0594,001,LOGAN VIEW JR/SR HIGH SCHOOL,-1.0000,11/16/2016
SC,20112012,27,0594,002,LOGAN VIEW ELEMENTARY 2-4,-1.0000,05/21/2013
SC,20112012,27,0594,003,LOGAN VIEW ELEMENTARY K-1,0.1507,05/21/2013
SC,20112012,27,0594,009,LOGAN VIEW ELEMENTARY 5-6,-1.0000,05/21/2013
SC,20122013,27,0594,009,LOGAN VIEW ELEMENTARY,0.0837,06/21/2013
SC,20132014,27,0594,009,LOGAN VIEW ELEMENTARY,0.0681,07/07/2014
SC,20142015,27,0594,009,LOGAN VIEW ELEMENTARY,0.0507,06/23/2015
SC,20152016,27,0594,009,LOGAN VIEW ELEMENTARY,0.0486,11/16/2016
DI,20112012,27,0595,000,NORTH BEND CENTRAL PUBLIC SCHS,-1.0000,05/21/2013
DI,20122013,27,0595,000,NORTH BEND CENTRAL PUBLIC SCHS,-1.0000,06/21/2013
DI,20132014,27,0595,000,NORTH BEND CENTRAL PUBLIC SCHS,-1.0000,07/07/2014
DI,20142015,27,0595,000,NORTH BEND CENTRAL PUBLIC SCHS,-1.0000,06/23/2015
DI,20152016,27,0595,000,NORTH BEND CENTRAL PUBLIC SCHS,-1.0000,11/16/2016
SC,20112012,27,0595,001,NORTH BEND CENTRAL JR/SR HIGH,-1.0000,05/21/2013
SC,20122013,27,0595,001,NORTH BEND CENTRAL JR/SR HIGH,-1.0000,06/21/2013
SC,20132014,27,0595,001,NORTH BEND CENTRAL JR/SR HIGH,-1.0000,07/07/2014
SC,20142015,27,0595,001,NORTH BEND CENTRAL HIGH SCHOOL,-1.0000,06/23/2015
SC,20152016,27,0595,001,NORTH BEND CENTRAL HIGH SCHOOL,-1.0000,11/16/2016
SC,20112012,27,0595,005,NORTH BEND ELEMENTARY SCHOOL,-1.0000,05/21/2013
SC,20122013,27,0595,005,NORTH BEND ELEMENTARY SCHOOL,-1.0000,06/21/2013
SC,20132014,27,0595,005,NORTH BEND ELEMENTARY SCHOOL,-1.0000,07/07/2014
SC,20142015,27,0595,005,NORTH BEND CENTRAL ELEMENTARY SCHOOL,-1.0000,06/23/2015
SC,20152016,27,0595,005,NORTH BEND CENTRAL ELEMENTARY SCHOOL,-1.0000,11/16/2016
SC,20142015,27,0595,008,NORTH BEND CENTRAL MIDDLE SCHOOL,-1.0000,06/23/2015
SC,20152016,27,0595,008,NORTH BEND CENTRAL MIDDLE SCHOOL,-1.0000,11/16/2016
DI,20112012,28,0001,000,OMAHA PUBLIC SCHOOLS,0.1434,05/21/2013
DI,20122013,28,0001,000,OMAHA PUBLIC SCHOOLS,0.1335,06/21/2013
DI,20132014,28,0001,000,OMAHA PUBLIC SCHOOLS,0.1469,07/07/2014
DI,20142015,28,0001,000,OMAHA PUBLIC SCHOOLS,0.1556,06/23/2015
DI,20152016,28,0001,000,OMAHA PUBLIC SCHOOLS,0.1501,11/16/2016
SC,20112012,28,0001,001,BENSON MAGNET HIGH SCHOOL,0.0781,05/21/2013
SC,20122013,28,0001,001,BENSON MAGNET HIGH SCHOOL,0.0810,06/21/2013
SC,20132014,28,0001,001,BENSON MAGNET HIGH SCHOOL,0.1070,07/07/2014
SC,20142015,28,0001,001,BENSON MAGNET HIGH SCHOOL,0.1453,06/23/2015
SC,20152016,28,0001,001,BENSON MAGNET HIGH SCHOOL,0.1606,11/16/2016
SC,20112012,28,0001,003,BRYAN HIGH SCHOOL,0.0696,05/21/2013
SC,20122013,28,0001,003,BRYAN HIGH SCHOOL,0.0699,06/21/2013
SC,20132014,28,0001,003,BRYAN HIGH SCHOOL,0.0799,07/07/2014
SC,20142015,28,0001,003,BRYAN HIGH SCHOOL,0.0741,06/23/2015
SC,20152016,28,0001,003,BRYAN HIGH SCHOOL,0.0805,11/16/2016
SC,20112012,28,0001,005,BURKE HIGH SCHOOL,0.0235,05/21/2013
SC,20122013,28,0001,005,BURKE HIGH SCHOOL,0.0201,06/21/2013
SC,20132014,28,0001,005,BURKE HIGH SCHOOL,0.0195,07/07/2014
SC,20142015,28,0001,005,BURKE HIGH SCHOOL,0.0154,06/23/2015
SC,20152016,28,0001,005,BURKE HIGH SCHOOL,0.0157,11/16/2016
SC,20112012,28,0001,007,CENTRAL HIGH SCHOOL,0.0316,05/21/2013
SC,20122013,28,0001,007,CENTRAL HIGH SCHOOL,0.0309,06/21/2013
SC,20132014,28,0001,007,CENTRAL HIGH SCHOOL,0.0431,07/07/2014
SC,20142015,28,0001,007,CENTRAL HIGH SCHOOL,0.0531,06/23/2015
SC,20152016,28,0001,007,CENTRAL HIGH SCHOOL,0.0490,11/16/2016
SC,20112012,28,0001,009,OMAHA NORTH MAGNET HIGH SCHOOL,0.0060,05/21/2013
SC,20122013,28,0001,009,OMAHA NORTH MAGNET HIGH SCHOOL,-1.0000,06/21/2013
SC,20132014,28,0001,009,OMAHA NORTH MAGNET HIGH SCHOOL,-1.0000,07/07/2014
SC,20142015,28,0001,009,OMAHA NORTH MAGNET HIGH SCHOOL,-1.0000,06/23/2015
SC,20152016,28,0001,009,OMAHA NORTH MAGNET HIGH SCHOOL,-1.0000,11/16/2016
SC,20112012,28,0001,011,OMAHA NORTHWEST MAGNET HIGH SCHOOL,0.0422,05/21/2013
SC,20122013,28,0001,011,OMAHA NORTHWEST MAGNET HIGH SCHOOL,0.0404,06/21/2013
SC,20132014,28,0001,011,OMAHA NORTHWEST MAGNET HIGH SCHOOL,0.0586,07/07/2014
SC,20142015,28,0001,011,OMAHA NORTHWEST MAGNET HIGH SCHOOL,0.0747,06/23/2015
SC,20152016,28,0001,011,OMAHA NORTHWEST MAGNET HIGH SCHOOL,0.0698,11/16/2016
SC,20112012,28,0001,013,OMAHA SOUTH MAGNET HIGH SCHOOL,0.1144,05/21/2013
SC,20122013,28,0001,013,OMAHA SOUTH MAGNET HIGH SCHOOL,0.0878,06/21/2013
SC,20132014,28,0001,013,OMAHA SOUTH MAGNET HIGH SCHOOL,0.0877,07/07/2014
SC,20142015,28,0001,013,OMAHA SOUTH MAGNET HIGH SCHOOL,0.1016,06/23/2015
SC,20152016,28,0001,013,OMAHA SOUTH MAGNET HIGH SCHOOL,0.1032,11/16/2016
SC,20112012,28,0001,019,BEVERIDGE MAGNET MIDDLE SCHOOL,0.0902,05/21/2013
SC,20122013,28,0001,019,BEVERIDGE MAGNET MIDDLE SCHOOL,0.0875,06/21/2013
SC,20132014,28,0001,019,BEVERIDGE MAGNET MIDDLE SCHOOL,0.0726,07/07/2014
SC,20142015,28,0001,019,BEVERIDGE MAGNET MIDDLE SCHOOL,0.0742,06/23/2015
SC,20152016,28,0001,019,BEVERIDGE MAGNET MIDDLE SCHOOL,0.0620,11/16/2016
SC,20112012,28,0001,021,BRYAN MIDDLE SCHOOL,0.0645,05/21/2013
SC,20122013,28,0001,021,BRYAN MIDDLE SCHOOL,0.0392,06/21/2013
SC,20132014,28,0001,021,BRYAN MIDDLE SCHOOL,0.0542,07/07/2014
SC,20142015,28,0001,021,BRYAN MIDDLE SCHOOL,0.0626,06/23/2015
SC,20152016,28,0001,021,BRYAN MIDDLE SCHOOL,0.0567,11/16/2016
SC,20112012,28,0001,022,ALICE BUFFETT MAGNET MS,-1.0000,05/21/2013
SC,20122013,28,0001,022,ALICE BUFFETT MAGNET MS,-1.0000,06/21/2013
SC,20132014,28,0001,022,ALICE BUFFETT MAGNET MS,-1.0000,07/07/2014
SC,20142015,28,0001,022,ALICE BUFFETT MAGNET MS,-1.0000,06/23/2015
SC,20152016,28,0001,022,ALICE BUFFETT MAGNET MS,-1.0000,11/16/2016
SC,20112012,28,0001,023,NATHAN HALE MAGNET MIDDLE SCHOOL,-1.0000,05/21/2013
SC,20122013,28,0001,023,NATHAN HALE MAGNET MIDDLE SCHOOL,-1.0000,06/21/2013
SC,20132014,28,0001,023,NATHAN HALE MAGNET MIDDLE SCHOOL,-1.0000,07/07/2014
SC,20142015,28,0001,023,NATHAN HALE MAGNET MIDDLE SCHOOL,-1.0000,06/23/2015
SC,20152016,28,0001,023,NATHAN HALE MAGNET MIDDLE SCHOOL,-1.0000,11/16/2016
SC,20112012,28,0001,024,ALICE BUFFETT MAGNET ELEM SCH,0.0222,05/21/2013
SC,20122013,28,0001,024,ALICE BUFFETT MAGNET ELEM SCH,-1.0000,06/21/2013
SC,20132014,28,0001,024,ALICE BUFFETT MAGNET ELEM SCH,-1.0000,07/07/2014
SC,20142015,28,0001,024,ALICE BUFFETT MAGNET ELEM SCH,-1.0000,06/23/2015
SC,20152016,28,0001,024,ALICE BUFFETT MAGNET ELEM SCH,-1.0000,11/16/2016
SC,20112012,28,0001,029,LEWIS & CLARK MIDDLE SCHOOL,0.0917,05/21/2013
SC,20122013,28,0001,029,LEWIS & CLARK MIDDLE SCHOOL,0.1038,06/21/2013
SC,20132014,28,0001,029,LEWIS & CLARK MIDDLE SCHOOL,0.1191,07/07/2014
SC,20142015,28,0001,029,LEWIS & CLARK MIDDLE SCHOOL,0.1156,06/23/2015
SC,20152016,28,0001,029,LEWIS & CLARK MIDDLE SCHOOL,0.1082,11/16/2016
SC,20112012,28,0001,033,R M MARRS MAGNET MIDDLE SCHOOL,0.2582,05/21/2013
SC,20122013,28,0001,033,R M MARRS MAGNET MIDDLE SCHOOL,0.1384,06/21/2013
SC,20132014,28,0001,033,R M MARRS MAGNET MIDDLE SCHOOL,0.1062,07/07/2014
SC,20142015,28,0001,033,R M MARRS MAGNET MIDDLE SCHOOL,0.0973,06/23/2015
SC,20152016,28,0001,033,R M MARRS MAGNET MIDDLE SCHOOL,0.0893,11/16/2016
SC,20112012,28,0001,035,MC MILLAN MAGNET MIDDLE SCHOOL,-1.0000,05/21/2013
SC,20122013,28,0001,035,MC MILLAN MAGNET MIDDLE SCHOOL,-1.0000,06/21/2013
SC,20132014,28,0001,035,MC MILLAN MAGNET MIDDLE SCHOOL,-1.0000,07/07/2014
SC,20142015,28,0001,035,MC MILLAN MAGNET MIDDLE SCHOOL,-1.0000,06/23/2015
SC,20152016,28,0001,035,MC MILLAN MAGNET MIDDLE SCHOOL,-1.0000,11/16/2016
SC,20112012,28,0001,037,MONROE MIDDLE SCHOOL,0.0358,05/21/2013
SC,20122013,28,0001,037,MONROE MIDDLE SCHOOL,0.0299,06/21/2013
SC,20132014,28,0001,037,MONROE MIDDLE SCHOOL,0.0355,07/07/2014
SC,20142015,28,0001,037,MONROE MIDDLE SCHOOL,0.1033,06/23/2015
SC,20152016,28,0001,037,MONROE MIDDLE SCHOOL,0.1175,11/16/2016
SC,20112012,28,0001,039,MORTON MAGNET MIDDLE SCHOOL,0.0197,05/21/2013
SC,20122013,28,0001,039,MORTON MAGNET MIDDLE SCHOOL,-1.0000,06/21/2013
SC,20132014,28,0001,039,MORTON MAGNET MIDDLE SCHOOL,-1.0000,07/07/2014
SC,20142015,28,0001,039,MORTON MAGNET MIDDLE SCHOOL,-1.0000,06/23/2015
SC,20152016,28,0001,039,MORTON MAGNET MIDDLE SCHOOL,-1.0000,11/16/2016
SC,20112012,28,0001,041,NORRIS MIDDLE SCHOOL,0.1076,05/21/2013
SC,20122013,28,0001,041,NORRIS MIDDLE SCHOOL,0.1076,06/21/2013
SC,20132014,28,0001,041,NORRIS MIDDLE SCHOOL,0.0850,07/07/2014
SC,20142015,28,0001,041,NORRIS MIDDLE SCHOOL,0.1029,06/23/2015
SC,20152016,28,0001,041,NORRIS MIDDLE SCHOOL,0.1109,11/16/2016
SC,20112012,28,0001,045,BLACKBURN ALTERNATIVE PROGRAM,-1.0000,05/21/2013
SC,20122013,28,0001,045,BLACKBURN ALTERNATIVE PROGRAM,-1.0000,06/21/2013
SC,20132014,28,0001,045,BLACKBURN ALTERNATIVE PROGRAM,-1.0000,07/07/2014
SC,20142015,28,0001,045,BLACKBURN ALTERNATIVE PROGRAM,-1.0000,06/23/2015
SC,20152016,28,0001,045,BLACKBURN ALTERNATIVE PROGRAM,-1.0000,11/16/2016
SC,20112012,28,0001,046,WILSON FOCUS SCHOOL,-1.0000,05/21/2013
SC,20122013,28,0001,046,WILSON FOCUS SCHOOL,-1.0000,06/21/2013
SC,20132014,28,0001,046,WILSON FOCUS SCHOOL,-1.0000,07/07/2014
SC,20142015,28,0001,046,WILSON FOCUS SCHOOL,0.0526,06/23/2015
SC,20152016,28,0001,046,WILSON FOCUS SCHOOL,0.0636,11/16/2016
SC,20112012,28,0001,051,PARRISH PROGRAM,-1.0000,05/21/2013
SC,20122013,28,0001,051,PARRISH PROGRAM,-1.0000,06/21/2013
SC,20132014,28,0001,051,PARRISH PROGRAM,-1.0000,07/07/2014
SC,20142015,28,0001,051,PARRISH PROGRAM,-1.0000,06/23/2015
SC,20152016,28,0001,051,PARRISH PROGRAM,-1.0000,11/16/2016
SC,20112012,28,0001,055,ADAMS ELEM SCHOOL,0.0968,05/21/2013
SC,20122013,28,0001,055,ADAMS ELEM SCHOOL,0.0936,06/21/2013
SC,20132014,28,0001,055,ADAMS ELEM SCHOOL,0.1107,07/07/2014
SC,20142015,28,0001,055,ADAMS ELEM SCHOOL,0.1003,06/23/2015
SC,20152016,28,0001,055,ADAMS ELEM SCHOOL,0.1156,11/16/2016
SC,20112012,28,0001,059,BEALS ELEM SCHOOL,0.2917,05/21/2013
SC,20122013,28,0001,059,BEALS ELEM SCHOOL,0.2565,06/21/2013
SC,20132014,28,0001,059,BEALS ELEM SCHOOL,0.2525,07/07/2014
SC,20142015,28,0001,059,BEALS ELEM SCHOOL,0.2369,06/23/2015
SC,20152016,28,0001,059,BEALS ELEM SCHOOL,0.2182,11/16/2016
SC,20112012,28,0001,061,BELLE RYAN ELEM SCHOOL,0.2271,05/21/2013
SC,20122013,28,0001,061,BELLE RYAN ELEM SCHOOL,0.2319,06/21/2013
SC,20132014,28,0001,061,BELLE RYAN ELEM SCHOOL,0.2451,07/07/2014
SC,20142015,28,0001,061,BELLE RYAN ELEM SCHOOL,0.2200,06/23/2015
SC,20152016,28,0001,061,BELLE RYAN ELEM SCHOOL,0.2387,11/16/2016
SC,20112012,28,0001,063,BELVEDERE ELEMENTARY SCHOOL,0.0360,05/21/2013
SC,20122013,28,0001,063,BELVEDERE ELEMENTARY SCHOOL,0.0436,06/21/2013
SC,20132014,28,0001,063,BELVEDERE ELEMENTARY SCHOOL,0.0541,07/07/2014
SC,20142015,28,0001,063,BELVEDERE ELEMENTARY SCHOOL,0.0628,06/23/2015
SC,20152016,28,0001,063,BELVEDERE ELEMENTARY SCHOOL,0.0683,11/16/2016
SC,20112012,28,0001,065,BENSON WEST ELEM SCHOOL,0.0802,05/21/2013
SC,20122013,28,0001,065,BENSON WEST ELEM SCHOOL,0.0993,06/21/2013
SC,20132014,28,0001,065,BENSON WEST ELEM SCHOOL,0.1410,07/07/2014
SC,20142015,28,0001,065,BENSON WEST ELEM SCHOOL,0.1830,06/23/2015
SC,20152016,28,0001,065,BENSON WEST ELEM SCHOOL,0.1836,11/16/2016
SC,20112012,28,0001,067,BOYD ELEM SCHOOL,0.0731,05/21/2013
SC,20122013,28,0001,067,BOYD ELEM SCHOOL,0.0736,06/21/2013
SC,20132014,28,0001,067,BOYD ELEM SCHOOL,0.0900,07/07/2014
SC,20142015,28,0001,067,BOYD ELEM SCHOOL,0.1063,06/23/2015
SC,20152016,28,0001,067,BOYD ELEM SCHOOL,0.1049,11/16/2016
SC,20112012,28,0001,069,CASTELAR ELEMENTARY SCHOOL,0.5502,05/21/2013
SC,20122013,28,0001,069,CASTELAR ELEMENTARY SCHOOL,0.5696,06/21/2013
SC,20132014,28,0001,069,CASTELAR ELEMENTARY SCHOOL,0.6376,07/07/2014
SC,20142015,28,0001,069,CASTELAR ELEMENTARY SCHOOL,0.6116,06/23/2015
SC,20152016,28,0001,069,CASTELAR ELEMENTARY SCHOOL,0.6362,11/16/2016
SC,20112012,28,0001,071,CATLIN MAGNET CENTER,0.0976,05/21/2013
SC,20122013,28,0001,071,CATLIN MAGNET CENTER,0.1036,06/21/2013
SC,20132014,28,0001,071,CATLIN MAGNET CENTER,0.1167,07/07/2014
SC,20142015,28,0001,071,CATLIN MAGNET CENTER,0.1371,06/23/2015
SC,20152016,28,0001,071,CATLIN MAGNET CENTER,0.0690,11/16/2016
SC,20112012,28,0001,073,CENTRAL PARK ELEM SCHOOL,0.0663,05/21/2013
SC,20122013,28,0001,073,CENTRAL PARK ELEM SCHOOL,0.0378,06/21/2013
SC,20132014,28,0001,073,CENTRAL PARK ELEM SCHOOL,0.0429,07/07/2014
SC,20142015,28,0001,073,CENTRAL PARK ELEM SCHOOL,0.0451,06/23/2015
SC,20152016,28,0001,073,CENTRAL PARK ELEM SCHOOL,0.0473,11/16/2016
SC,20112012,28,0001,075,CHANDLER VIEW ELEM SCHOOL,0.2687,05/21/2013
SC,20122013,28,0001,075,CHANDLER VIEW ELEM SCHOOL,0.2735,06/21/2013
SC,20132014,28,0001,075,CHANDLER VIEW ELEM SCHOOL,0.3025,07/07/2014
SC,20142015,28,0001,075,CHANDLER VIEW ELEM SCHOOL,0.3071,06/23/2015
SC,20152016,28,0001,075,CHANDLER VIEW ELEM SCHOOL,0.2649,11/16/2016
SC,20112012,28,0001,079,COLUMBIAN ELEM SCHOOL,-1.0000,05/21/2013
SC,20122013,28,0001,079,COLUMBIAN ELEM SCHOOL,-1.0000,06/21/2013
SC,20132014,28,0001,079,COLUMBIAN ELEM SCHOOL,0.0364,07/07/2014
SC,20142015,28,0001,079,COLUMBIAN ELEM SCHOOL,0.0405,06/23/2015
SC,20152016,28,0001,079,COLUMBIAN ELEM SCHOOL,0.0397,11/16/2016
SC,20112012,28,0001,081,CONESTOGA MAGNET ELEM SCHOOL,0.1246,05/21/2013
SC,20122013,28,0001,081,CONESTOGA MAGNET ELEM SCHOOL,0.0822,06/21/2013
SC,20132014,28,0001,081,CONESTOGA MAGNET ELEM SCHOOL,0.1213,07/07/2014
SC,20142015,28,0001,081,CONESTOGA MAGNET ELEM SCHOOL,0.0906,06/23/2015
SC,20152016,28,0001,081,CONESTOGA MAGNET ELEM SCHOOL,0.1003,11/16/2016
SC,20112012,28,0001,085,CRESTRIDGE MAGNET CENTER,0.1951,05/21/2013
SC,20122013,28,0001,085,CRESTRIDGE MAGNET CENTER,0.2000,06/21/2013
SC,20132014,28,0001,085,CRESTRIDGE MAGNET CENTER,0.2998,07/07/2014
SC,20142015,28,0001,085,CRESTRIDGE MAGNET CENTER,0.3122,06/23/2015
SC,20152016,28,0001,085,CRESTRIDGE MAGNET CENTER,0.2735,11/16/2016
SC,20112012,28,0001,089,DODGE ELEM SCHOOL,0.0475,05/21/2013
SC,20122013,28,0001,089,DODGE ELEM SCHOOL,0.0435,06/21/2013
SC,20132014,28,0001,089,DODGE ELEM SCHOOL,0.0421,07/07/2014
SC,20142015,28,0001,089,DODGE ELEM SCHOOL,0.0833,06/23/2015
SC,20152016,28,0001,089,DODGE ELEM SCHOOL,0.0766,11/16/2016
SC,20112012,28,0001,091,DRUID HILL ELEMENTARY SCHOOL,0.1304,05/21/2013
SC,20122013,28,0001,091,DRUID HILL ELEMENTARY SCHOOL,0.1203,06/21/2013
SC,20132014,28,0001,091,DRUID HILL ELEMENTARY SCHOOL,0.1429,07/07/2014
SC,20142015,28,0001,091,DRUID HILL ELEMENTARY SCHOOL,0.1146,06/23/2015
SC,20152016,28,0001,091,DRUID HILL ELEMENTARY SCHOOL,0.1093,11/16/2016
SC,20112012,28,0001,093,DUNDEE ELEM SCHOOL,0.0938,05/21/2013
SC,20122013,28,0001,093,DUNDEE ELEM SCHOOL,0.0798,06/21/2013
