Type,School Year,County,District,School,Agency Name,ELL Percentage,DataAsOf 
DI,20132014,73,0017,000,MC COOK PUBLIC SCHOOLS,0.0115,07/07/2014
DI,20142015,73,0017,000,MC COOK PUBLIC SCHOOLS,0.0188,06/23/2015
DI,20152016,73,0017,000,MC COOK PUBLIC SCHOOLS,0.0177,11/16/2016
SC,20112012,73,0017,001,MC COOK SENIOR HIGH SCHOOL,-1.0000,05/21/2013
SC,20122013,73,0017,001,MC COOK SENIOR HIGH SCHOOL,-1.0000,06/21/2013
SC,20132014,73,0017,001,MC COOK SENIOR HIGH SCHOOL,-1.0000,07/07/2014
SC,20142015,73,0017,001,MC COOK SENIOR HIGH SCHOOL,-1.0000,06/23/2015
SC,20152016,73,0017,001,MC COOK SENIOR HIGH SCHOOL,-1.0000,11/16/2016
SC,20112012,73,0017,002,MC COOK JUNIOR HIGH SCHOOL,-1.0000,05/21/2013
SC,20122013,73,0017,002,MC COOK JUNIOR HIGH SCHOOL,-1.0000,06/21/2013
SC,20132014,73,0017,002,MC COOK JUNIOR HIGH SCHOOL,-1.0000,07/07/2014
SC,20142015,73,0017,002,MC COOK JUNIOR HIGH SCHOOL,-1.0000,06/23/2015
SC,20152016,73,0017,002,MC COOK JUNIOR HIGH SCHOOL,-1.0000,11/16/2016
SC,20112012,73,0017,003,MC COOK ELEMENTARY SCHOOL,-1.0000,05/21/2013
SC,20122013,73,0017,003,MC COOK ELEMENTARY SCHOOL,-1.0000,06/21/2013
SC,20132014,73,0017,003,MC COOK ELEMENTARY SCHOOL,-1.0000,07/07/2014
SC,20142015,73,0017,003,MC COOK ELEMENTARY SCHOOL,0.0404,06/23/2015
SC,20152016,73,0017,003,MC COOK ELEMENTARY SCHOOL,0.0394,11/16/2016
SC,20112012,73,0017,006,CENTRAL ELEMENTARY SCHOOL,0.0481,05/21/2013
SC,20122013,73,0017,006,CENTRAL ELEMENTARY SCHOOL,-1.0000,06/21/2013
SC,20132014,73,0017,006,CENTRAL ELEMENTARY SCHOOL,-1.0000,07/07/2014
SC,20142015,73,0017,006,CENTRAL ELEMENTARY SCHOOL,-1.0000,06/23/2015
SC,20152016,73,0017,006,CENTRAL ELEMENTARY SCHOOL,-1.0000,11/16/2016
SC,20112012,73,0017,008,MC COOK ALTERNATIVE EDUCATION,-1.0000,05/21/2013
SC,20122013,73,0017,008,MC COOK ALTERNATIVE EDUCATION,-1.0000,06/21/2013
SC,20132014,73,0017,008,MC COOK ALTERNATIVE EDUCATION,-1.0000,07/07/2014
SC,20142015,73,0017,008,MC COOK ALTERNATIVE EDUCATION,-1.0000,06/23/2015
SC,20152016,73,0017,008,MC COOK ALTERNATIVE EDUCATION,-1.0000,11/16/2016
DI,20112012,73,0179,000,SOUTHWEST PUBLIC SCHOOLS,-1.0000,05/21/2013
DI,20122013,73,0179,000,SOUTHWEST PUBLIC SCHOOLS,-1.0000,06/21/2013
DI,20132014,73,0179,000,SOUTHWEST PUBLIC SCHOOLS,-1.0000,07/07/2014
DI,20142015,73,0179,000,SOUTHWEST PUBLIC SCHOOLS,-1.0000,06/23/2015
DI,20152016,73,0179,000,SOUTHWEST PUBLIC SCHOOLS,-1.0000,11/16/2016
SC,20112012,73,0179,005,SOUTHWEST ELEMENTARY-INDIANOLA,-1.0000,05/21/2013
SC,20122013,73,0179,005,SOUTHWEST ELEMENTARY-INDIANOLA,-1.0000,06/21/2013
SC,20132014,73,0179,005,SOUTHWEST ELEMENTARY-INDIANOLA,-1.0000,07/07/2014
SC,20142015,73,0179,005,SOUTHWEST ELEMENTARY-INDIANOLA,-1.0000,06/23/2015
SC,20152016,73,0179,005,SOUTHWEST ELEMENTARY-INDIANOLA,-1.0000,11/16/2016
SC,20112012,73,0179,007,SOUTHWEST JR/SR HIGH SCHOOL,-1.0000,05/21/2013
SC,20122013,73,0179,007,SOUTHWEST JR/SR HIGH SCHOOL,-1.0000,06/21/2013
SC,20132014,73,0179,007,SOUTHWEST JR/SR HIGH SCHOOL,-1.0000,07/07/2014
SC,20142015,73,0179,007,SOUTHWEST JR/SR HIGH SCHOOL,-1.0000,06/23/2015
SC,20152016,73,0179,007,SOUTHWEST JR/SR HIGH SCHOOL,-1.0000,11/16/2016
DI,20112012,74,0056,000,FALLS CITY PUBLIC SCHOOLS,-1.0000,05/21/2013
DI,20122013,74,0056,000,FALLS CITY PUBLIC SCHOOLS,-1.0000,06/21/2013
DI,20132014,74,0056,000,FALLS CITY PUBLIC SCHOOLS,-1.0000,07/07/2014
DI,20142015,74,0056,000,FALLS CITY PUBLIC SCHOOLS,-1.0000,06/23/2015
DI,20152016,74,0056,000,FALLS CITY PUBLIC SCHOOLS,-1.0000,11/16/2016
SC,20112012,74,0056,001,FALLS CITY SENIOR HIGH,-1.0000,05/21/2013
SC,20122013,74,0056,001,FALLS CITY SENIOR HIGH,-1.0000,06/21/2013
SC,20132014,74,0056,001,FALLS CITY SENIOR HIGH,-1.0000,07/07/2014
SC,20142015,74,0056,001,FALLS CITY SENIOR HIGH,-1.0000,06/23/2015
SC,20152016,74,0056,001,FALLS CITY SENIOR HIGH,-1.0000,11/16/2016
SC,20112012,74,0056,002,FALLS CITY MIDDLE SCHOOL,-1.0000,05/21/2013
SC,20122013,74,0056,002,FALLS CITY MIDDLE SCHOOL,-1.0000,06/21/2013
SC,20132014,74,0056,002,FALLS CITY MIDDLE SCHOOL,-1.0000,07/07/2014
SC,20142015,74,0056,002,FALLS CITY MIDDLE SCHOOL,-1.0000,06/23/2015
SC,20152016,74,0056,002,FALLS CITY MIDDLE SCHOOL,-1.0000,11/16/2016
SC,20112012,74,0056,003,FALLS CITY NORTH ELEMENTARY,-1.0000,05/21/2013
SC,20122013,74,0056,003,FALLS CITY NORTH ELEMENTARY,-1.0000,06/21/2013
SC,20132014,74,0056,003,FALLS CITY NORTH ELEMENTARY,-1.0000,07/07/2014
SC,20142015,74,0056,003,FALLS CITY NORTH ELEMENTARY,-1.0000,06/23/2015
SC,20152016,74,0056,003,FALLS CITY NORTH ELEMENTARY,-1.0000,11/16/2016
SC,20112012,74,0056,004,FALLS CITY SOUTH ELEMENTARY,-1.0000,05/21/2013
SC,20122013,74,0056,004,FALLS CITY SOUTH ELEMENTARY,-1.0000,06/21/2013
SC,20132014,74,0056,004,FALLS CITY SOUTH ELEMENTARY,-1.0000,07/07/2014
SC,20142015,74,0056,004,FALLS CITY SOUTH ELEMENTARY,-1.0000,06/23/2015
SC,20152016,74,0056,004,FALLS CITY SOUTH ELEMENTARY,-1.0000,11/16/2016
DI,20112012,74,0070,000,HUMBOLDT TABLE ROCK STEINAUER,-1.0000,05/21/2013
DI,20122013,74,0070,000,HUMBOLDT TABLE ROCK STEINAUER,-1.0000,06/21/2013
DI,20132014,74,0070,000,HUMBOLDT TABLE ROCK STEINAUER,-1.0000,07/07/2014
DI,20142015,74,0070,000,HUMBOLDT TABLE ROCK STEINAUER,-1.0000,06/23/2015
DI,20152016,74,0070,000,HUMBOLDT TABLE ROCK STEINAUER,-1.0000,11/16/2016
SC,20112012,74,0070,001,HTRS HIGH SCHOOL,-1.0000,05/21/2013
SC,20122013,74,0070,001,HTRS HIGH SCHOOL,-1.0000,06/21/2013
SC,20132014,74,0070,001,HTRS HIGH SCHOOL,-1.0000,07/07/2014
SC,20142015,74,0070,001,HTRS HIGH SCHOOL,-1.0000,06/23/2015
SC,20152016,74,0070,001,HTRS HIGH SCHOOL,-1.0000,11/16/2016
SC,20112012,74,0070,002,HTRS MIDDLE SCHOOL,-1.0000,05/21/2013
SC,20122013,74,0070,002,HTRS MIDDLE SCHOOL,-1.0000,06/21/2013
SC,20132014,74,0070,002,HTRS MIDDLE SCHOOL,-1.0000,07/07/2014
SC,20142015,74,0070,002,HTRS MIDDLE SCHOOL,-1.0000,06/23/2015
SC,20152016,74,0070,002,HTRS MIDDLE SCHOOL,-1.0000,11/16/2016
SC,20112012,74,0070,003,HTRS ELEMENTARY SCHOOL,-1.0000,05/21/2013
SC,20122013,74,0070,003,HTRS ELEMENTARY SCHOOL,-1.0000,06/21/2013
SC,20132014,74,0070,003,HTRS ELEMENTARY SCHOOL,-1.0000,07/07/2014
SC,20142015,74,0070,003,HTRS ELEMENTARY SCHOOL,-1.0000,06/23/2015
SC,20152016,74,0070,003,HTRS ELEMENTARY SCHOOL,-1.0000,11/16/2016
DI,20112012,75,0100,000,ROCK COUNTY PUBLIC SCHOOLS,-1.0000,05/21/2013
DI,20122013,75,0100,000,ROCK COUNTY PUBLIC SCHOOLS,-1.0000,06/21/2013
DI,20132014,75,0100,000,ROCK COUNTY PUBLIC SCHOOLS,-1.0000,07/07/2014
DI,20142015,75,0100,000,ROCK COUNTY PUBLIC SCHOOLS,-1.0000,06/23/2015
DI,20152016,75,0100,000,ROCK COUNTY PUBLIC SCHOOLS,-1.0000,11/16/2016
SC,20112012,75,0100,001,ROCK COUNTY HIGH SCHOOL,-1.0000,05/21/2013
SC,20122013,75,0100,001,ROCK COUNTY HIGH SCHOOL,-1.0000,06/21/2013
SC,20132014,75,0100,001,ROCK COUNTY HIGH SCHOOL,-1.0000,07/07/2014
SC,20142015,75,0100,001,ROCK COUNTY HIGH SCHOOL,-1.0000,06/23/2015
SC,20152016,75,0100,001,ROCK COUNTY HIGH SCHOOL,-1.0000,11/16/2016
SC,20112012,75,0100,003,PONY LAKE SCHOOL,-1.0000,05/21/2013
SC,20122013,75,0100,003,PONY LAKE SCHOOL,-1.0000,06/21/2013
SC,20132014,75,0100,003,PONY LAKE SCHOOL,-1.0000,07/07/2014
SC,20142015,75,0100,003,PONY LAKE SCHOOL,-1.0000,06/23/2015
SC,20152016,75,0100,003,PONY LAKE SCHOOL,-1.0000,11/16/2016
SC,20112012,75,0100,005,ROSE SCHOOL,-1.0000,05/21/2013
SC,20122013,75,0100,005,ROSE SCHOOL,-1.0000,06/21/2013
SC,20132014,75,0100,005,ROSE SCHOOL,-1.0000,07/07/2014
SC,20142015,75,0100,005,ROSE SCHOOL,-1.0000,06/23/2015
SC,20152016,75,0100,005,ROSE SCHOOL,-1.0000,11/16/2016
SC,20112012,75,0100,006,BASSETT GRADE SCHOOL,-1.0000,05/21/2013
SC,20122013,75,0100,006,BASSETT GRADE SCHOOL,-1.0000,06/21/2013
SC,20132014,75,0100,006,BASSETT GRADE SCHOOL,-1.0000,07/07/2014
SC,20142015,75,0100,006,BASSETT GRADE SCHOOL,-1.0000,06/23/2015
SC,20152016,75,0100,006,BASSETT GRADE SCHOOL,-1.0000,11/16/2016
DI,20112012,76,0002,000,CRETE PUBLIC SCHOOLS,0.2217,05/21/2013
DI,20122013,76,0002,000,CRETE PUBLIC SCHOOLS,0.2344,06/21/2013
DI,20132014,76,0002,000,CRETE PUBLIC SCHOOLS,0.2342,07/07/2014
DI,20142015,76,0002,000,CRETE PUBLIC SCHOOLS,0.2517,06/23/2015
DI,20152016,76,0002,000,CRETE PUBLIC SCHOOLS,0.2588,11/16/2016
SC,20112012,76,0002,001,CRETE HIGH SCHOOL,0.1008,05/21/2013
SC,20122013,76,0002,001,CRETE HIGH SCHOOL,0.1051,06/21/2013
SC,20132014,76,0002,001,CRETE HIGH SCHOOL,0.0741,07/07/2014
SC,20142015,76,0002,001,CRETE HIGH SCHOOL,0.0829,06/23/2015
SC,20152016,76,0002,001,CRETE HIGH SCHOOL,0.1138,11/16/2016
SC,20112012,76,0002,002,CRETE ELEMENTARY SCHOOL,0.4010,05/21/2013
SC,20122013,76,0002,002,CRETE ELEMENTARY SCHOOL,0.4117,06/21/2013
SC,20132014,76,0002,002,CRETE ELEMENTARY SCHOOL,0.4073,07/07/2014
SC,20142015,76,0002,002,CRETE ELEMENTARY SCHOOL,0.4205,06/23/2015
SC,20152016,76,0002,002,CRETE ELEMENTARY SCHOOL,0.4375,11/16/2016
SC,20112012,76,0002,003,CRETE MIDDLE SCHOOL,0.1190,05/21/2013
SC,20122013,76,0002,003,CRETE MIDDLE SCHOOL,0.1597,06/21/2013
SC,20132014,76,0002,003,CRETE MIDDLE SCHOOL,0.1822,07/07/2014
SC,20142015,76,0002,003,CRETE MIDDLE SCHOOL,0.2053,06/23/2015
SC,20152016,76,0002,003,CRETE MIDDLE SCHOOL,0.1846,11/16/2016
DI,20112012,76,0044,000,DORCHESTER PUBLIC SCHOOLS,0.0782,05/21/2013
DI,20122013,76,0044,000,DORCHESTER PUBLIC SCHOOLS,0.0710,06/21/2013
DI,20132014,76,0044,000,DORCHESTER PUBLIC SCHOOLS,0.0747,07/07/2014
DI,20142015,76,0044,000,DORCHESTER PUBLIC SCHOOL,0.0670,06/23/2015
DI,20152016,76,0044,000,DORCHESTER PUBLIC SCHOOL,0.0588,11/16/2016
SC,20112012,76,0044,001,DORCHESTER HIGH SCHOOL,-1.0000,05/21/2013
SC,20122013,76,0044,001,DORCHESTER HIGH SCHOOL,-1.0000,06/21/2013
SC,20132014,76,0044,001,DORCHESTER HIGH SCHOOL,-1.0000,07/07/2014
SC,20142015,76,0044,001,DORCHESTER HIGH SCHOOL,-1.0000,06/23/2015
SC,20152016,76,0044,001,DORCHESTER HIGH SCHOOL,-1.0000,11/16/2016
SC,20112012,76,0044,002,DORCHESTER ELEMENTARY SCHOOL,0.1146,05/21/2013
SC,20122013,76,0044,002,DORCHESTER ELEMENTARY SCHOOL,0.1158,06/21/2013
SC,20132014,76,0044,002,DORCHESTER ELEMENTARY SCHOOL,0.1058,07/07/2014
SC,20142015,76,0044,002,DORCHESTER ELEMENTARY SCHOOL,0.1188,06/23/2015
SC,20152016,76,0044,002,DORCHESTER ELEMENTARY SCHOOL,0.0935,11/16/2016
DI,20112012,76,0068,000,FRIEND PUBLIC SCHOOLS,-1.0000,05/21/2013
DI,20122013,76,0068,000,FRIEND PUBLIC SCHOOLS,-1.0000,06/21/2013
DI,20132014,76,0068,000,FRIEND PUBLIC SCHOOLS,-1.0000,07/07/2014
DI,20142015,76,0068,000,FRIEND PUBLIC SCHOOLS,-1.0000,06/23/2015
DI,20152016,76,0068,000,FRIEND PUBLIC SCHOOLS,-1.0000,11/16/2016
SC,20112012,76,0068,001,FRIEND HIGH SCHOOLS,-1.0000,05/21/2013
SC,20122013,76,0068,001,FRIEND HIGH SCHOOLS,-1.0000,06/21/2013
SC,20132014,76,0068,001,FRIEND HIGH SCHOOLS,-1.0000,07/07/2014
SC,20142015,76,0068,001,FRIEND HIGH SCHOOLS,-1.0000,06/23/2015
SC,20152016,76,0068,001,FRIEND HIGH SCHOOLS,-1.0000,11/16/2016
SC,20112012,76,0068,002,FRIEND ELEMENTARY SCHOOL,-1.0000,05/21/2013
SC,20122013,76,0068,002,FRIEND ELEMENTARY SCHOOL,-1.0000,06/21/2013
SC,20132014,76,0068,002,FRIEND ELEMENTARY SCHOOL,-1.0000,07/07/2014
SC,20142015,76,0068,002,FRIEND ELEMENTARY SCHOOL,-1.0000,06/23/2015
SC,20152016,76,0068,002,FRIEND ELEMENTARY SCHOOL,-1.0000,11/16/2016
DI,20112012,76,0082,000,WILBER-CLATONIA PUBLIC SCHOOLS,0.0422,05/21/2013
DI,20122013,76,0082,000,WILBER-CLATONIA PUBLIC SCHOOLS,0.0410,06/21/2013
DI,20132014,76,0082,000,WILBER-CLATONIA PUBLIC SCHOOLS,0.0490,07/07/2014
DI,20142015,76,0082,000,WILBER-CLATONIA PUBLIC SCHOOLS,0.0529,06/23/2015
DI,20152016,76,0082,000,WILBER-CLATONIA PUBLIC SCHOOLS,0.0332,11/16/2016
SC,20112012,76,0082,001,WILBER-CLATONIA HIGH SCHOOL,-1.0000,05/21/2013
SC,20122013,76,0082,001,WILBER-CLATONIA HIGH SCHOOL,-1.0000,06/21/2013
SC,20132014,76,0082,001,WILBER-CLATONIA HIGH SCHOOL,-1.0000,07/07/2014
SC,20142015,76,0082,001,WILBER-CLATONIA HIGH SCHOOL,-1.0000,06/23/2015
SC,20152016,76,0082,001,WILBER-CLATONIA HIGH SCHOOL,-1.0000,11/16/2016
SC,20112012,76,0082,002,ELEMENTARY SCHOOL AT WILBER,0.0717,05/21/2013
SC,20122013,76,0082,002,ELEMENTARY SCHOOL AT WILBER,0.0640,06/21/2013
SC,20132014,76,0082,002,ELEMENTARY SCHOOL AT WILBER,0.0861,07/07/2014
SC,20142015,76,0082,002,ELEMENTARY SCHOOL AT WILBER,0.0881,06/23/2015
SC,20152016,76,0082,002,ELEMENTARY SCHOOL AT WILBER,0.0453,11/16/2016
DI,20112012,77,0001,000,BELLEVUE PUBLIC SCHOOLS,0.0176,05/21/2013
DI,20122013,77,0001,000,BELLEVUE PUBLIC SCHOOLS,0.0217,06/21/2013
DI,20132014,77,0001,000,BELLEVUE PUBLIC SCHOOLS,0.0165,07/07/2014
DI,20142015,77,0001,000,BELLEVUE PUBLIC SCHOOLS,0.0198,06/23/2015
DI,20152016,77,0001,000,BELLEVUE PUBLIC SCHOOLS,0.0193,11/16/2016
SC,20112012,77,0001,001,BELLEVUE EAST SR HIGH SCHOOL,0.0068,05/21/2013
SC,20122013,77,0001,001,BELLEVUE EAST SR HIGH SCHOOL,0.0084,06/21/2013
SC,20132014,77,0001,001,BELLEVUE EAST SR HIGH SCHOOL,-1.0000,07/07/2014
SC,20142015,77,0001,001,BELLEVUE EAST SR HIGH SCHOOL,0.0098,06/23/2015
SC,20152016,77,0001,001,BELLEVUE EAST SR HIGH SCHOOL,0.0094,11/16/2016
SC,20112012,77,0001,002,BELLEVUE MISSION MIDDLE SCHOOL,-1.0000,05/21/2013
SC,20122013,77,0001,002,BELLEVUE MISSION MIDDLE SCHOOL,-1.0000,06/21/2013
SC,20132014,77,0001,002,BELLEVUE MISSION MIDDLE SCHOOL,-1.0000,07/07/2014
SC,20142015,77,0001,002,BELLEVUE MISSION MIDDLE SCHOOL,0.0328,06/23/2015
SC,20152016,77,0001,002,BELLEVUE MISSION MIDDLE SCHOOL,0.0231,11/16/2016
SC,20112012,77,0001,003,AVERY ELEMENTARY SCHOOL,0.0767,05/21/2013
SC,20122013,77,0001,003,AVERY ELEMENTARY SCHOOL,0.0733,06/21/2013
SC,20132014,77,0001,003,AVERY ELEMENTARY SCHOOL,0.0629,07/07/2014
SC,20142015,77,0001,003,AVERY ELEMENTARY SCHOOL,0.0741,06/23/2015
SC,20152016,77,0001,003,AVERY ELEMENTARY SCHOOL,0.0804,11/16/2016
SC,20112012,77,0001,004,BELLEVUE WEST SR HIGH SCHOOL,0.0078,05/21/2013
SC,20122013,77,0001,004,BELLEVUE WEST SR HIGH SCHOOL,0.0121,06/21/2013
SC,20132014,77,0001,004,BELLEVUE WEST SR HIGH SCHOOL,-1.0000,07/07/2014
SC,20142015,77,0001,004,BELLEVUE WEST SR HIGH SCHOOL,0.0078,06/23/2015
SC,20152016,77,0001,004,BELLEVUE WEST SR HIGH SCHOOL,0.0077,11/16/2016
SC,20112012,77,0001,005,LOGAN FONTENELLE MIDDLE SCHOOL,-1.0000,05/21/2013
SC,20122013,77,0001,005,LOGAN FONTENELLE MIDDLE SCHOOL,-1.0000,06/21/2013
SC,20132014,77,0001,005,LOGAN FONTENELLE MIDDLE SCHOOL,-1.0000,07/07/2014
SC,20142015,77,0001,005,LOGAN FONTENELLE MIDDLE SCHOOL,-1.0000,06/23/2015
SC,20152016,77,0001,005,LOGAN FONTENELLE MIDDLE SCHOOL,-1.0000,11/16/2016
SC,20112012,77,0001,006,BELLEAIRE ELEMENTARY SCHOOL,0.0852,05/21/2013
SC,20122013,77,0001,006,BELLEAIRE ELEMENTARY SCHOOL,0.0923,06/21/2013
SC,20132014,77,0001,006,BELLEAIRE ELEMENTARY SCHOOL,0.0714,07/07/2014
SC,20142015,77,0001,006,BELLEAIRE ELEMENTARY SCHOOL,0.0952,06/23/2015
SC,20152016,77,0001,006,BELLEAIRE ELEMENTARY SCHOOL,0.0951,11/16/2016
SC,20112012,77,0001,007,BERTHA BARBER ELEMENTARY SCH,-1.0000,05/21/2013
SC,20122013,77,0001,007,BERTHA BARBER ELEMENTARY SCH,-1.0000,06/21/2013
SC,20132014,77,0001,007,BERTHA BARBER ELEMENTARY SCH,-1.0000,07/07/2014
SC,20142015,77,0001,007,BERTHA BARBER ELEMENTARY SCH,-1.0000,06/23/2015
SC,20152016,77,0001,007,BERTHA BARBER ELEMENTARY SCH,-1.0000,11/16/2016
SC,20112012,77,0001,008,BETZ ELEMENTARY SCHOOL,0.0520,05/21/2013
SC,20122013,77,0001,008,BETZ ELEMENTARY SCHOOL,0.0552,06/21/2013
SC,20132014,77,0001,008,BETZ ELEMENTARY SCHOOL,0.0556,07/07/2014
SC,20142015,77,0001,008,BETZ ELEMENTARY SCHOOL,0.0573,06/23/2015
SC,20152016,77,0001,008,BETZ ELEMENTARY SCHOOL,0.0637,11/16/2016
SC,20112012,77,0001,009,CENTRAL ELEMENTARY SCHOOL,-1.0000,05/21/2013
SC,20122013,77,0001,009,CENTRAL ELEMENTARY SCHOOL,-1.0000,06/21/2013
SC,20132014,77,0001,009,CENTRAL ELEMENTARY SCHOOL,-1.0000,07/07/2014
SC,20142015,77,0001,009,CENTRAL ELEMENTARY SCHOOL,-1.0000,06/23/2015
SC,20152016,77,0001,009,CENTRAL ELEMENTARY SCHOOL,-1.0000,11/16/2016
SC,20112012,77,0001,010,PETER SARPY ELEMENTARY SCHOOL,-1.0000,05/21/2013
SC,20122013,77,0001,010,PETER SARPY ELEMENTARY SCHOOL,-1.0000,06/21/2013
SC,20132014,77,0001,010,PETER SARPY ELEMENTARY SCHOOL,-1.0000,07/07/2014
SC,20142015,77,0001,010,PETER SARPY ELEMENTARY SCHOOL,-1.0000,06/23/2015
SC,20152016,77,0001,010,PETER SARPY ELEMENTARY SCHOOL,-1.0000,11/16/2016
SC,20112012,77,0001,011,BIRCHCREST ELEMENTARY SCHOOL,0.0471,05/21/2013
SC,20122013,77,0001,011,BIRCHCREST ELEMENTARY SCHOOL,0.0630,06/21/2013
SC,20132014,77,0001,011,BIRCHCREST ELEMENTARY SCHOOL,0.0463,07/07/2014
SC,20142015,77,0001,011,BIRCHCREST ELEMENTARY SCHOOL,0.0392,06/23/2015
SC,20152016,77,0001,011,BIRCHCREST ELEMENTARY SCHOOL,0.0559,11/16/2016
SC,20112012,77,0001,012,FORT CROOK ELEMENTARY SCHOOL,-1.0000,05/21/2013
SC,20122013,77,0001,012,FORT CROOK ELEMENTARY SCHOOL,0.0443,06/21/2013
SC,20132014,77,0001,012,FORT CROOK ELEMENTARY SCHOOL,-1.0000,07/07/2014
SC,20142015,77,0001,012,FORT CROOK ELEMENTARY SCHOOL,0.0390,06/23/2015
SC,20152016,77,0001,012,FORT CROOK ELEMENTARY SCHOOL,-1.0000,11/16/2016
SC,20112012,77,0001,013,TWIN RIDGE ELEMENTARY SCHOOL,-1.0000,05/21/2013
SC,20122013,77,0001,013,TWIN RIDGE ELEMENTARY SCHOOL,0.0393,06/21/2013
SC,20132014,77,0001,013,TWIN RIDGE ELEMENTARY SCHOOL,0.0401,07/07/2014
SC,20142015,77,0001,013,TWIN RIDGE ELEMENTARY SCHOOL,-1.0000,06/23/2015
SC,20152016,77,0001,013,TWIN RIDGE ELEMENTARY SCHOOL,-1.0000,11/16/2016
SC,20112012,77,0001,014,WAKE ROBIN ELEMENTARY SCHOOL,0.0264,05/21/2013
SC,20122013,77,0001,014,WAKE ROBIN ELEMENTARY SCHOOL,0.0385,06/21/2013
SC,20132014,77,0001,014,WAKE ROBIN ELEMENTARY SCHOOL,0.0430,07/07/2014
SC,20142015,77,0001,014,WAKE ROBIN ELEMENTARY SCHOOL,0.0430,06/23/2015
SC,20152016,77,0001,014,WAKE ROBIN ELEMENTARY SCHOOL,0.0283,11/16/2016
SC,20112012,77,0001,015,LEMAY ELEMENTARY SCHOOL,-1.0000,05/21/2013
SC,20122013,77,0001,015,LEMAY ELEMENTARY SCHOOL,-1.0000,06/21/2013
SC,20132014,77,0001,015,LEMAY ELEMENTARY SCHOOL,-1.0000,07/07/2014
SC,20142015,77,0001,015,LEMAY ELEMENTARY SCHOOL,-1.0000,06/23/2015
SC,20152016,77,0001,015,LEMAY ELEMENTARY SCHOOL,-1.0000,11/16/2016
SC,20112012,77,0001,016,CHAP CENTER,-1.0000,05/21/2013
SC,20122013,77,0001,016,CHAP CENTER,-1.0000,06/21/2013
SC,20132014,77,0001,016,CHAP CENTER,-1.0000,07/07/2014
SC,20142015,77,0001,016,CHAP CENTER,-1.0000,06/23/2015
SC,20152016,77,0001,016,CHAP CENTER,-1.0000,11/16/2016
SC,20112012,77,0001,017,LEONARD LAWRENCE ELEM SCHOOL,-1.0000,05/21/2013
SC,20122013,77,0001,017,LEONARD LAWRENCE ELEM SCHOOL,-1.0000,06/21/2013
SC,20132014,77,0001,017,LEONARD LAWRENCE ELEM SCHOOL,-1.0000,07/07/2014
SC,20142015,77,0001,017,LEONARD LAWRENCE ELEM SCHOOL,-1.0000,06/23/2015
SC,20152016,77,0001,017,LEONARD LAWRENCE ELEM SCHOOL,-1.0000,11/16/2016
SC,20112012,77,0001,018,TWO SPRINGS ELEMENTARY SCHOOL,-1.0000,05/21/2013
SC,20122013,77,0001,018,TWO SPRINGS ELEMENTARY SCHOOL,-1.0000,06/21/2013
SC,20132014,77,0001,018,TWO SPRINGS ELEMENTARY SCHOOL,-1.0000,07/07/2014
SC,20142015,77,0001,018,TWO SPRINGS ELEMENTARY SCHOOL,-1.0000,06/23/2015
SC,20152016,77,0001,018,TWO SPRINGS ELEMENTARY SCHOOL,-1.0000,11/16/2016
SC,20112012,77,0001,019,FAIRVIEW ELEMENTARY SCHOOL,-1.0000,05/21/2013
SC,20122013,77,0001,019,FAIRVIEW ELEMENTARY SCHOOL,-1.0000,06/21/2013
SC,20132014,77,0001,019,FAIRVIEW ELEMENTARY SCHOOL,-1.0000,07/07/2014
SC,20142015,77,0001,019,FAIRVIEW ELEMENTARY SCHOOL,-1.0000,06/23/2015
SC,20152016,77,0001,019,FAIRVIEW ELEMENTARY SCHOOL,-1.0000,11/16/2016
SC,20112012,77,0001,020,LEWIS & CLARK MIDDLE SCHOOL,-1.0000,05/21/2013
SC,20122013,77,0001,020,LEWIS & CLARK MIDDLE SCHOOL,-1.0000,06/21/2013
SC,20132014,77,0001,020,LEWIS & CLARK MIDDLE SCHOOL,-1.0000,07/07/2014
SC,20142015,77,0001,020,LEWIS & CLARK MIDDLE SCHOOL,-1.0000,06/23/2015
SC,20152016,77,0001,020,LEWIS & CLARK MIDDLE SCHOOL,-1.0000,11/16/2016
SC,20112012,77,0001,021,BELLEVUE ELEMENTARY SCHOOL,-1.0000,05/21/2013
SC,20122013,77,0001,021,BELLEVUE ELEMENTARY SCHOOL,-1.0000,06/21/2013
SC,20132014,77,0001,021,BELLEVUE ELEMENTARY SCHOOL,-1.0000,07/07/2014
SC,20142015,77,0001,021,BELLEVUE ELEMENTARY SCHOOL,-1.0000,06/23/2015
SC,20152016,77,0001,021,BELLEVUE ELEMENTARY SCHOOL,-1.0000,11/16/2016
SC,20132014,77,0001,300,SARPY CO COOP HEAD START-BELLEVUE,-1.0000,07/07/2014
SC,20142015,77,0001,300,SARPY CO COOP HEAD START-BELLEVUE,-1.0000,06/23/2015
SC,20152016,77,0001,300,SARPY CO COOP HEAD START-BELLEVUE,-1.0000,11/16/2016
DI,20112012,77,0027,000,PAPILLION-LA VISTA PUBLIC SCHS,0.0155,05/21/2013
DI,20122013,77,0027,000,PAPILLION-LA VISTA PUBLIC SCHS,0.0176,06/21/2013
DI,20132014,77,0027,000,PAPILLION-LA VISTA PUBLIC SCHS,0.0139,07/07/2014
DI,20142015,77,0027,000,PAPILLION-LA VISTA PUBLIC SCHS,0.0161,06/23/2015
