Type,School Year,County,District,School,Agency Name,SPED Percentage,DataAsOf
DI,20132014,79,0002,000,MINATARE PUBLIC SCHOOLS,0.1797,07/07/2014
DI,20142015,79,0002,000,MINATARE PUBLIC SCHOOLS,0.1737,06/23/2015
DI,20152016,79,0002,000,MINATARE PUBLIC SCHOOLS,0.1450,11/16/2016
DI,20112012,79,0011,000,MORRILL PUBLIC SCHOOLS,0.1209,11/09/2012
DI,20122013,79,0011,000,MORRILL PUBLIC SCHOOLS,0.1367,06/20/2013
DI,20132014,79,0011,000,MORRILL PUBLIC SCHOOLS,0.1681,07/07/2014
DI,20142015,79,0011,000,MORRILL PUBLIC SCHOOLS,0.1097,06/23/2015
DI,20152016,79,0011,000,MORRILL PUBLIC SCHOOLS,0.0930,11/16/2016
DI,20112012,79,0016,000,GERING PUBLIC SCHOOLS,0.1018,11/09/2012
DI,20122013,79,0016,000,GERING PUBLIC SCHOOLS,0.1032,06/20/2013
DI,20132014,79,0016,000,GERING PUBLIC SCHOOLS,0.1157,07/07/2014
DI,20142015,79,0016,000,GERING PUBLIC SCHOOLS,0.1061,06/23/2015
DI,20152016,79,0016,000,GERING PUBLIC SCHOOLS,0.1050,11/16/2016
DI,20112012,79,0031,000,MITCHELL PUBLIC SCHOOLS,0.0892,11/09/2012
DI,20122013,79,0031,000,MITCHELL PUBLIC SCHOOLS,0.0972,06/20/2013
DI,20132014,79,0031,000,MITCHELL PUBLIC SCHOOLS,0.0972,07/07/2014
DI,20142015,79,0031,000,MITCHELL PUBLIC SCHOOLS,0.0869,06/23/2015
DI,20152016,79,0031,000,MITCHELL PUBLIC SCHOOLS,0.0781,11/16/2016
DI,20112012,79,0032,000,SCOTTSBLUFF PUBLIC SCHOOLS,0.0976,11/09/2012
DI,20122013,79,0032,000,SCOTTSBLUFF PUBLIC SCHOOLS,0.1136,06/20/2013
DI,20132014,79,0032,000,SCOTTSBLUFF PUBLIC SCHOOLS,0.1152,07/07/2014
DI,20142015,79,0032,000,SCOTTSBLUFF PUBLIC SCHOOLS,0.1081,06/23/2015
DI,20152016,79,0032,000,SCOTTSBLUFF PUBLIC SCHOOLS,0.1153,11/16/2016
DI,20112012,80,0005,000,MILFORD PUBLIC SCHOOLS,0.0904,11/09/2012
DI,20122013,80,0005,000,MILFORD PUBLIC SCHOOLS,0.0840,06/20/2013
DI,20132014,80,0005,000,MILFORD PUBLIC SCHOOLS,0.0972,07/07/2014
DI,20142015,80,0005,000,MILFORD PUBLIC SCHOOLS,0.0857,06/23/2015
DI,20152016,80,0005,000,MILFORD PUBLIC SCHOOLS,0.0662,11/16/2016
DI,20112012,80,0009,000,SEWARD PUBLIC SCHOOLS,0.1494,11/09/2012
DI,20122013,80,0009,000,SEWARD PUBLIC SCHOOLS,0.1653,06/20/2013
DI,20132014,80,0009,000,SEWARD PUBLIC SCHOOLS,0.1686,07/07/2014
DI,20142015,80,0009,000,SEWARD PUBLIC SCHOOLS,0.1609,06/23/2015
DI,20152016,80,0009,000,SEWARD PUBLIC SCHOOLS,0.1736,11/16/2016
DI,20112012,80,0567,000,CENTENNIAL PUBLIC SCHOOLS,0.1713,11/09/2012
DI,20122013,80,0567,000,CENTENNIAL PUBLIC SCHOOLS,0.1685,06/20/2013
DI,20132014,80,0567,000,CENTENNIAL PUBLIC SCHOOLS,0.2104,07/07/2014
DI,20142015,80,0567,000,CENTENNIAL PUBLIC SCHOOLS,0.1716,06/23/2015
DI,20152016,80,0567,000,CENTENNIAL PUBLIC SCHOOLS,0.1709,11/16/2016
DI,20112012,81,0003,000,HAY SPRINGS PUBLIC SCHOOLS,0.1223,11/09/2012
DI,20122013,81,0003,000,HAY SPRINGS PUBLIC SCHOOLS,0.1053,06/20/2013
DI,20132014,81,0003,000,HAY SPRINGS PUBLIC SCHOOLS,0.0839,07/07/2014
DI,20142015,81,0003,000,HAY SPRINGS PUBLIC SCHOOLS,-1.0000,06/23/2015
DI,20152016,81,0003,000,HAY SPRINGS PUBLIC SCHOOLS,-1.0000,11/16/2016
DI,20112012,81,0010,000,GORDON-RUSHVILLE PUBLIC SCHS,0.1601,11/09/2012
DI,20122013,81,0010,000,GORDON-RUSHVILLE PUBLIC SCHS,0.1403,06/20/2013
DI,20132014,81,0010,000,GORDON-RUSHVILLE PUBLIC SCHS,0.1862,07/07/2014
DI,20142015,81,0010,000,GORDON-RUSHVILLE PUBLIC SCHS,0.1731,06/23/2015
DI,20152016,81,0010,000,GORDON-RUSHVILLE PUBLIC SCHS,0.1582,11/16/2016
DI,20112012,82,0001,000,LOUP CITY PUBLIC SCHOOLS,0.1339,11/09/2012
DI,20122013,82,0001,000,LOUP CITY PUBLIC SCHOOLS,0.1425,06/20/2013
DI,20132014,82,0001,000,LOUP CITY PUBLIC SCHOOLS,0.1922,07/07/2014
DI,20142015,82,0001,000,LOUP CITY PUBLIC SCHOOLS,0.1622,06/23/2015
DI,20152016,82,0001,000,LOUP CITY PUBLIC SCHOOLS,0.1582,11/16/2016
DI,20112012,82,0015,000,LITCHFIELD PUBLIC SCHOOLS,0.1057,11/09/2012
DI,20122013,82,0015,000,LITCHFIELD PUBLIC SCHOOLS,0.1043,06/20/2013
DI,20132014,82,0015,000,LITCHFIELD PUBLIC SCHOOLS,0.1100,07/07/2014
DI,20142015,82,0015,000,LITCHFIELD PUBLIC SCHOOLS,0.1313,06/23/2015
DI,20152016,82,0015,000,LITCHFIELD PUBLIC SCHOOLS,0.1364,11/16/2016
DI,20112012,83,0500,000,SIOUX COUNTY PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20122013,83,0500,000,SIOUX COUNTY PUBLIC SCHOOLS,-1.0000,06/20/2013
DI,20132014,83,0500,000,SIOUX COUNTY PUBLIC SCHOOLS,-1.0000,07/07/2014
DI,20142015,83,0500,000,SIOUX COUNTY PUBLIC SCHOOLS,-1.0000,06/23/2015
DI,20152016,83,0500,000,SIOUX COUNTY PUBLIC SCHOOLS,-1.0000,11/16/2016
DI,20112012,84,0003,000,STANTON COMMUNITY SCHOOLS,0.1741,11/09/2012
DI,20122013,84,0003,000,STANTON COMMUNITY SCHOOLS,0.1491,06/20/2013
DI,20132014,84,0003,000,STANTON COMMUNITY SCHOOLS,0.1467,07/07/2014
DI,20142015,84,0003,000,STANTON COMMUNITY SCHOOLS,0.1370,06/23/2015
DI,20152016,84,0003,000,STANTON COMMUNITY SCHOOLS,0.1449,11/16/2016
DI,20112012,85,0060,000,DESHLER PUBLIC SCHOOLS,0.1637,11/09/2012
DI,20122013,85,0060,000,DESHLER PUBLIC SCHOOLS,0.1667,06/20/2013
DI,20132014,85,0060,000,DESHLER PUBLIC SCHOOLS,0.1991,07/07/2014
DI,20142015,85,0060,000,DESHLER PUBLIC SCHOOLS,0.2061,06/23/2015
DI,20152016,85,0060,000,DESHLER PUBLIC SCHOOLS,0.2601,11/16/2016
DI,20112012,85,0070,000,THAYER CENTRAL COMMUNITY SCHS,0.1835,11/09/2012
DI,20122013,85,0070,000,THAYER CENTRAL COMMUNITY SCHS,0.2180,06/20/2013
DI,20132014,85,0070,000,THAYER CENTRAL COMMUNITY SCHS,0.2108,07/07/2014
DI,20142015,85,0070,000,THAYER CENTRAL COMMUNITY SCHS,0.2115,06/23/2015
DI,20152016,85,0070,000,THAYER CENTRAL COMMUNITY SCHS,0.2468,11/16/2016
DI,20112012,85,2001,000,BRUNING-DAVENPORT UNIFIED SYS,0.1706,11/09/2012
DI,20122013,85,2001,000,BRUNING-DAVENPORT UNIFIED SYS,0.1646,06/20/2013
DI,20132014,85,2001,000,BRUNING-DAVENPORT UNIFIED SYS,0.1497,07/07/2014
DI,20142015,85,2001,000,BRUNING-DAVENPORT UNIFIED SYS,0.1554,06/23/2015
DI,20152016,85,2001,000,BRUNING-DAVENPORT UNIFIED SYS,0.1750,11/16/2016
DI,20112012,86,0001,000,THEDFORD PUBLIC SCHOOLS,0.1171,11/09/2012
DI,20122013,86,0001,000,THEDFORD PUBLIC SCHOOLS,0.1176,06/20/2013
DI,20132014,86,0001,000,THEDFORD PUBLIC SCHOOLS,0.1190,07/07/2014
DI,20142015,86,0001,000,THEDFORD PUBLIC SCHOOLS,0.1158,06/23/2015
DI,20152016,86,0001,000,THEDFORD PUBLIC SCHOOLS,0.1413,11/16/2016
DI,20112012,87,0001,000,PENDER PUBLIC SCHOOLS,0.1558,11/09/2012
DI,20122013,87,0001,000,PENDER PUBLIC SCHOOLS,0.1617,06/20/2013
DI,20132014,87,0001,000,PENDER PUBLIC SCHOOLS,0.1631,07/07/2014
DI,20142015,87,0001,000,PENDER PUBLIC SCHOOLS,0.1489,06/23/2015
DI,20152016,87,0001,000,PENDER PUBLIC SCHOOLS,0.1257,11/16/2016
DI,20112012,87,0013,000,WALTHILL PUBLIC SCHOOLS,0.2848,11/09/2012
DI,20122013,87,0013,000,WALTHILL PUBLIC SCHOOLS,0.2638,06/20/2013
DI,20132014,87,0013,000,WALTHILL PUBLIC SCHOOLS,0.2823,07/07/2014
DI,20142015,87,0013,000,WALTHILL PUBLIC SCHOOLS,0.2422,06/23/2015
DI,20152016,87,0013,000,WALTHILL PUBLIC SCHOOLS,0.2098,11/16/2016
DI,20112012,87,0016,000,UMO N HO N NATION PUBLIC SCHS,0.1660,11/09/2012
DI,20122013,87,0016,000,UMO N HO N NATION PUBLIC SCHS,0.1409,06/20/2013
DI,20132014,87,0016,000,UMO N HO N NATION PUBLIC SCHS,0.2234,07/07/2014
DI,20142015,87,0016,000,UMO N HO N NATION PUBLIC SCHS,0.2065,06/23/2015
DI,20152016,87,0016,000,UMO N HO N NATION PUBLIC SCHS,0.2274,11/16/2016
DI,20112012,87,0017,000,WINNEBAGO PUBLIC SCHOOLS,0.2018,11/09/2012
DI,20122013,87,0017,000,WINNEBAGO PUBLIC SCHOOLS,0.2419,06/20/2013
DI,20132014,87,0017,000,WINNEBAGO PUBLIC SCHOOLS,0.2600,07/07/2014
DI,20142015,87,0017,000,WINNEBAGO PUBLIC SCHOOLS,0.2780,06/23/2015
DI,20152016,87,0017,000,WINNEBAGO PUBLIC SCHOOLS,0.2685,11/16/2016
DI,20112012,88,0005,000,ORD PUBLIC SCHOOLS,0.1091,11/09/2012
DI,20122013,88,0005,000,ORD PUBLIC SCHOOLS,0.1220,06/20/2013
DI,20132014,88,0005,000,ORD PUBLIC SCHOOLS,0.1342,07/07/2014
DI,20142015,88,0005,000,ORD PUBLIC SCHOOLS,0.1143,06/23/2015
DI,20152016,88,0005,000,ORD PUBLIC SCHOOLS,0.1246,11/16/2016
DI,20112012,88,0021,000,ARCADIA PUBLIC SCHOOLS,0.1339,11/09/2012
DI,20122013,88,0021,000,ARCADIA PUBLIC SCHOOLS,0.1638,06/20/2013
DI,20132014,88,0021,000,ARCADIA PUBLIC SCHOOLS,0.1475,07/07/2014
DI,20142015,88,0021,000,ARCADIA PUBLIC SCHOOLS,0.1083,06/23/2015
DI,20152016,88,0021,000,ARCADIA PUBLIC SCHOOLS,0.1282,11/16/2016
DI,20112012,89,0001,000,BLAIR COMMUNITY SCHOOLS,0.1385,11/09/2012
DI,20122013,89,0001,000,BLAIR COMMUNITY SCHOOLS,0.1445,06/20/2013
DI,20132014,89,0001,000,BLAIR COMMUNITY SCHOOLS,0.1396,07/07/2014
DI,20142015,89,0001,000,BLAIR COMMUNITY SCHOOLS,0.1306,06/23/2015
DI,20152016,89,0001,000,BLAIR COMMUNITY SCHOOLS,0.1305,11/16/2016
DI,20112012,89,0003,000,FORT CALHOUN COMMUNITY SCHS,0.1525,11/09/2012
DI,20122013,89,0003,000,FORT CALHOUN COMMUNITY SCHS,0.1498,06/20/2013
DI,20132014,89,0003,000,FORT CALHOUN COMMUNITY SCHS,0.1672,07/07/2014
DI,20142015,89,0003,000,FORT CALHOUN COMMUNITY SCHS,0.1647,06/23/2015
DI,20152016,89,0003,000,FORT CALHOUN COMMUNITY SCHS,0.1447,11/16/2016
DI,20112012,89,0024,000,ARLINGTON PUBLIC SCHOOLS,0.1002,11/09/2012
DI,20122013,89,0024,000,ARLINGTON PUBLIC SCHOOLS,0.1031,06/20/2013
DI,20132014,89,0024,000,ARLINGTON PUBLIC SCHOOLS,0.1167,07/07/2014
DI,20142015,89,0024,000,ARLINGTON PUBLIC SCHOOLS,0.0887,06/23/2015
DI,20152016,89,0024,000,ARLINGTON PUBLIC SCHOOLS,0.1084,11/16/2016
DI,20112012,90,0017,000,WAYNE COMMUNITY SCHOOLS,0.1129,11/09/2012
DI,20122013,90,0017,000,WAYNE COMMUNITY SCHOOLS,0.1087,06/20/2013
DI,20132014,90,0017,000,WAYNE COMMUNITY SCHOOLS,0.1211,07/07/2014
DI,20142015,90,0017,000,WAYNE COMMUNITY SCHOOLS,0.1048,06/23/2015
DI,20152016,90,0017,000,WAYNE COMMUNITY SCHOOLS,0.1057,11/16/2016
DI,20112012,90,0560,000,WAKEFIELD PUBLIC SCHOOLS,0.1151,11/09/2012
DI,20122013,90,0560,000,WAKEFIELD PUBLIC SCHOOLS,0.1182,06/20/2013
DI,20132014,90,0560,000,WAKEFIELD PUBLIC SCHOOLS,0.1308,07/07/2014
DI,20142015,90,0560,000,WAKEFIELD PUBLIC SCHOOLS,0.0934,06/23/2015
DI,20152016,90,0560,000,WAKEFIELD PUBLIC SCHOOLS,0.1103,11/16/2016
DI,20112012,90,0595,000,WINSIDE PUBLIC SCHOOLS,0.1415,11/09/2012
DI,20122013,90,0595,000,WINSIDE PUBLIC SCHOOLS,0.1239,06/20/2013
DI,20132014,90,0595,000,WINSIDE PUBLIC SCHOOLS,0.1378,07/07/2014
DI,20142015,90,0595,000,WINSIDE PUBLIC SCHOOLS,0.1320,06/23/2015
DI,20152016,90,0595,000,WINSIDE PUBLIC SCHOOLS,0.1443,11/16/2016
DI,20112012,91,0002,000,RED CLOUD COMMUNITY SCHOOLS,0.1612,11/09/2012
DI,20122013,91,0002,000,RED CLOUD COMMUNITY SCHOOLS,0.1767,06/20/2013
DI,20132014,91,0002,000,RED CLOUD COMMUNITY SCHOOLS,0.2294,07/07/2014
DI,20142015,91,0002,000,RED CLOUD COMMUNITY SCHOOLS,0.2182,06/23/2015
DI,20152016,91,0002,000,RED CLOUD COMMUNITY SCHOOLS,0.2189,11/16/2016
DI,20112012,91,0074,000,BLUE HILL PUBLIC SCHOOLS,0.1401,11/09/2012
DI,20122013,91,0074,000,BLUE HILL PUBLIC SCHOOLS,0.1637,06/20/2013
DI,20132014,91,0074,000,BLUE HILL PUBLIC SCHOOLS,0.1689,07/07/2014
DI,20142015,91,0074,000,BLUE HILL PUBLIC SCHOOLS,0.1753,06/23/2015
DI,20152016,91,0074,000,BLUE HILL PUBLIC SCHOOLS,0.1717,11/16/2016
DI,20112012,92,0045,000,WHEELER CENTRAL SCHOOLS,0.0962,11/09/2012
DI,20122013,92,0045,000,WHEELER CENTRAL SCHOOLS,-1.0000,06/20/2013
DI,20132014,92,0045,000,WHEELER CENTRAL SCHOOLS,-1.0000,07/07/2014
DI,20142015,92,0045,000,WHEELER CENTRAL SCHOOLS,-1.0000,06/23/2015
DI,20152016,92,0045,000,WHEELER CENTRAL SCHOOLS,-1.0000,11/16/2016
DI,20112012,93,0012,000,YORK PUBLIC SCHOOLS,0.1803,11/09/2012
DI,20122013,93,0012,000,YORK PUBLIC SCHOOLS,0.1663,06/20/2013
DI,20132014,93,0012,000,YORK PUBLIC SCHOOLS,0.1787,07/07/2014
DI,20142015,93,0012,000,YORK PUBLIC SCHOOLS,0.1787,06/23/2015
DI,20152016,93,0012,000,YORK PUBLIC SCHOOLS,0.1883,11/16/2016
DI,20112012,93,0083,000,MC COOL JUNCTION PUBLIC SCHS,0.1786,11/09/2012
DI,20122013,93,0083,000,MC COOL JUNCTION PUBLIC SCHS,0.1439,06/20/2013
DI,20132014,93,0083,000,MC COOL JUNCTION PUBLIC SCHS,0.1811,07/07/2014
DI,20142015,93,0083,000,MC COOL JUNCTION PUBLIC SCHS,0.1880,06/23/2015
DI,20152016,93,0083,000,MC COOL JUNCTION PUBLIC SCHS,0.1812,11/16/2016
DI,20112012,93,0096,000,HEARTLAND COMMUNITY SCHOOLS,0.2301,11/09/2012
DI,20122013,93,0096,000,HEARTLAND COMMUNITY SCHOOLS,0.2038,06/20/2013
DI,20132014,93,0096,000,HEARTLAND COMMUNITY SCHOOLS,0.2594,07/07/2014
DI,20142015,93,0096,000,HEARTLAND COMMUNITY SCHOOLS,0.2265,06/23/2015
DI,20152016,93,0096,000,HEARTLAND COMMUNITY SCHOOLS,0.1748,11/16/2016
