Type,School Year,County,District,School,Agency Name,SPED Percentage,DataAsOf
DI,20152016,56,0007,000,MAXWELL PUBLIC SCHOOLS,0.2320,11/16/2016
DI,20112012,56,0037,000,HERSHEY PUBLIC SCHOOLS,0.1105,11/09/2012
DI,20122013,56,0037,000,HERSHEY PUBLIC SCHOOLS,0.1232,06/20/2013
DI,20132014,56,0037,000,HERSHEY PUBLIC SCHOOLS,0.1352,07/07/2014
DI,20142015,56,0037,000,HERSHEY PUBLIC SCHOOLS,0.0964,06/23/2015
DI,20152016,56,0037,000,HERSHEY PUBLIC SCHOOLS,0.0920,11/16/2016
DI,20112012,56,0055,000,SUTHERLAND PUBLIC SCHOOLS,0.1671,11/09/2012
DI,20122013,56,0055,000,SUTHERLAND PUBLIC SCHOOLS,0.1671,06/20/2013
DI,20132014,56,0055,000,SUTHERLAND PUBLIC SCHOOLS,0.1860,07/07/2014
DI,20142015,56,0055,000,SUTHERLAND PUBLIC SCHOOLS,0.1810,06/23/2015
DI,20152016,56,0055,000,SUTHERLAND PUBLIC SCHOOLS,0.1600,11/16/2016
DI,20112012,56,0565,000,WALLACE PUBLIC SCH DIST 65 R,0.0798,11/09/2012
DI,20122013,56,0565,000,WALLACE PUBLIC SCH DIST 65 R,0.0800,06/20/2013
DI,20132014,56,0565,000,WALLACE PUBLIC SCH DIST 65 R,0.0914,07/07/2014
DI,20142015,56,0565,000,WALLACE PUBLIC SCH DIST 65 R,0.0876,06/23/2015
DI,20152016,56,0565,000,WALLACE PUBLIC SCH DIST 65 R,0.1122,11/16/2016
DI,20112012,57,0501,000,STAPLETON PUBLIC SCHOOLS,0.1675,11/09/2012
DI,20122013,57,0501,000,STAPLETON PUBLIC SCHOOLS,0.1667,06/20/2013
DI,20132014,57,0501,000,STAPLETON PUBLIC SCHOOLS,0.2000,07/07/2014
DI,20142015,57,0501,000,STAPLETON PUBLIC SCHOOLS,0.1823,06/23/2015
DI,20152016,57,0501,000,STAPLETON PUBLIC SCHOOLS,0.1694,11/16/2016
DI,20112012,58,0025,000,LOUP COUNTY PUBLIC SCHOOLS,0.2473,11/09/2012
DI,20122013,58,0025,000,LOUP COUNTY PUBLIC SCHOOLS,0.2386,06/20/2013
DI,20132014,58,0025,000,LOUP COUNTY PUBLIC SCHOOLS,0.2632,07/07/2014
DI,20142015,58,0025,000,LOUP COUNTY PUBLIC SCHOOLS,0.2632,06/23/2015
DI,20152016,58,0025,000,LOUP COUNTY PUBLIC SCHOOLS,0.1667,11/16/2016
DI,20112012,59,0001,000,MADISON PUBLIC SCHOOLS,0.1785,11/09/2012
DI,20122013,59,0001,000,MADISON PUBLIC SCHOOLS,0.1547,06/20/2013
DI,20132014,59,0001,000,MADISON PUBLIC SCHOOLS,0.1680,07/07/2014
DI,20142015,59,0001,000,MADISON PUBLIC SCHOOLS,0.1798,06/23/2015
DI,20152016,59,0001,000,MADISON PUBLIC SCHOOLS,0.1643,11/16/2016
DI,20112012,59,0002,000,NORFOLK PUBLIC SCHOOLS,0.1494,11/09/2012
DI,20122013,59,0002,000,NORFOLK PUBLIC SCHOOLS,0.1591,06/20/2013
DI,20132014,59,0002,000,NORFOLK PUBLIC SCHOOLS,0.1657,07/07/2014
DI,20142015,59,0002,000,NORFOLK PUBLIC SCHOOLS,0.1596,06/23/2015
DI,20152016,59,0002,000,NORFOLK PUBLIC SCHOOLS,0.1555,11/16/2016
DI,20112012,59,0005,000,BATTLE CREEK PUBLIC SCHOOLS,0.1396,11/09/2012
DI,20122013,59,0005,000,BATTLE CREEK PUBLIC SCHOOLS,0.1274,06/20/2013
DI,20132014,59,0005,000,BATTLE CREEK PUBLIC SCHOOLS,0.1512,07/07/2014
DI,20142015,59,0005,000,BATTLE CREEK PUBLIC SCHOOLS,0.1244,06/23/2015
DI,20152016,59,0005,000,BATTLE CREEK PUBLIC SCHOOLS,0.1389,11/16/2016
DI,20112012,59,0013,000,NEWMAN GROVE PUBLIC SCHOOLS,0.1343,11/09/2012
DI,20122013,59,0013,000,NEWMAN GROVE PUBLIC SCHOOLS,0.1579,06/20/2013
DI,20132014,59,0013,000,NEWMAN GROVE PUBLIC SCHOOLS,0.1831,07/07/2014
DI,20142015,59,0013,000,NEWMAN GROVE PUBLIC SCHOOLS,0.1646,06/23/2015
DI,20152016,59,0013,000,NEWMAN GROVE PUBLIC SCHOOLS,0.1585,11/16/2016
DI,20112012,59,0080,000,ELKHORN VALLEY SCHOOLS,0.1541,11/09/2012
DI,20122013,59,0080,000,ELKHORN VALLEY SCHOOLS,0.1774,06/20/2013
DI,20132014,59,0080,000,ELKHORN VALLEY SCHOOLS,0.2068,07/07/2014
DI,20142015,59,0080,000,ELKHORN VALLEY SCHOOLS,0.1711,06/23/2015
DI,20152016,59,0080,000,ELKHORN VALLEY SCHOOLS,0.1356,11/16/2016
DI,20112012,60,0090,000,MC PHERSON COUNTY SCHOOLS,0.1402,11/09/2012
DI,20122013,60,0090,000,MC PHERSON COUNTY SCHOOLS,0.2121,06/20/2013
DI,20132014,60,0090,000,MC PHERSON COUNTY SCHOOLS,0.2151,07/07/2014
DI,20142015,60,0090,000,MC PHERSON COUNTY SCHOOLS,0.1707,06/23/2015
DI,20152016,60,0090,000,MC PHERSON COUNTY SCHOOLS,0.1429,11/16/2016
DI,20112012,61,0004,000,CENTRAL CITY PUBLIC SCHOOLS,0.1833,11/09/2012
DI,20122013,61,0004,000,CENTRAL CITY PUBLIC SCHOOLS,0.1877,06/20/2013
DI,20132014,61,0004,000,CENTRAL CITY PUBLIC SCHOOLS,0.1933,07/07/2014
DI,20142015,61,0004,000,CENTRAL CITY PUBLIC SCHOOLS,0.1718,06/23/2015
DI,20152016,61,0004,000,CENTRAL CITY PUBLIC SCHOOLS,0.1698,11/16/2016
DI,20112012,61,0049,000,PALMER PUBLIC SCHOOLS,0.0846,11/09/2012
DI,20122013,61,0049,000,PALMER PUBLIC SCHOOLS,0.1059,06/20/2013
DI,20132014,61,0049,000,PALMER PUBLIC SCHOOLS,0.1270,07/07/2014
DI,20142015,61,0049,000,PALMER PUBLIC SCHOOLS,0.1236,06/23/2015
DI,20152016,61,0049,000,PALMER PUBLIC SCHOOLS,0.1379,11/16/2016
DI,20112012,62,0021,000,BAYARD PUBLIC SCHOOLS,0.1030,11/09/2012
DI,20122013,62,0021,000,BAYARD PUBLIC SCHOOLS,0.1005,06/20/2013
DI,20132014,62,0021,000,BAYARD PUBLIC SCHOOLS,0.1192,07/07/2014
DI,20142015,62,0021,000,BAYARD PUBLIC SCHOOLS,0.1010,06/23/2015
DI,20152016,62,0021,000,BAYARD PUBLIC SCHOOLS,0.0965,11/16/2016
DI,20112012,62,0063,000,BRIDGEPORT PUBLIC SCHOOLS,0.1196,11/09/2012
DI,20122013,62,0063,000,BRIDGEPORT PUBLIC SCHOOLS,0.1245,06/20/2013
DI,20132014,62,0063,000,BRIDGEPORT PUBLIC SCHOOLS,0.1468,07/07/2014
DI,20142015,62,0063,000,BRIDGEPORT PUBLIC SCHOOLS,0.1477,06/23/2015
DI,20152016,62,0063,000,BRIDGEPORT PUBLIC SCHOOLS,0.1530,11/16/2016
DI,20112012,63,0001,000,FULLERTON PUBLIC SCHOOLS,0.1266,11/09/2012
DI,20122013,63,0001,000,FULLERTON PUBLIC SCHOOLS,0.1429,06/20/2013
DI,20132014,63,0001,000,FULLERTON PUBLIC SCHOOLS,0.1362,07/07/2014
DI,20142015,63,0001,000,FULLERTON PUBLIC SCHOOLS,0.1546,06/23/2015
DI,20152016,63,0001,000,FULLERTON PUBLIC SCHOOLS,0.1333,11/16/2016
DI,20112012,63,0030,000,TWIN RIVER PUBLIC SCHOOLS,0.1368,11/09/2012
DI,20122013,63,0030,000,TWIN RIVER PUBLIC SCHOOLS,0.1455,06/20/2013
DI,20132014,63,0030,000,TWIN RIVER PUBLIC SCHOOLS,0.1674,07/07/2014
DI,20142015,63,0030,000,TWIN RIVER PUBLIC SCHOOLS,0.1794,06/23/2015
DI,20152016,63,0030,000,TWIN RIVER PUBLIC SCHOOLS,0.1740,11/16/2016
DI,20112012,64,0023,000,JOHNSON-BROCK PUBLIC SCHOOLS,0.1321,11/09/2012
DI,20122013,64,0023,000,JOHNSON-BROCK PUBLIC SCHOOLS,0.1590,06/20/2013
DI,20132014,64,0023,000,JOHNSON-BROCK PUBLIC SCHOOLS,0.1596,07/07/2014
DI,20142015,64,0023,000,JOHNSON-BROCK PUBLIC SCHOOLS,0.1155,06/23/2015
DI,20152016,64,0023,000,JOHNSON-BROCK PUBLIC SCHOOLS,0.1047,11/16/2016
DI,20112012,64,0029,000,AUBURN PUBLIC SCHOOLS,0.1674,11/09/2012
DI,20122013,64,0029,000,AUBURN PUBLIC SCHOOLS,0.1761,06/20/2013
DI,20132014,64,0029,000,AUBURN PUBLIC SCHOOLS,0.1684,07/07/2014
DI,20142015,64,0029,000,AUBURN PUBLIC SCHOOLS,0.1456,06/23/2015
DI,20152016,64,0029,000,AUBURN PUBLIC SCHOOLS,0.1303,11/16/2016
DI,20112012,65,0011,000,SUPERIOR PUBLIC SCHOOLS,0.1824,11/09/2012
DI,20122013,65,0011,000,SUPERIOR PUBLIC SCHOOLS,0.2326,06/20/2013
DI,20132014,65,0011,000,SUPERIOR PUBLIC SCHOOLS,0.2781,07/07/2014
DI,20142015,65,0011,000,SUPERIOR PUBLIC SCHOOLS,0.2396,06/23/2015
DI,20152016,65,0011,000,SUPERIOR PUBLIC SCHOOLS,0.2500,11/16/2016
DI,20112012,65,2005,000,SO CENTRAL NE UNIFIED SYSTEM 5,0.2031,11/09/2012
DI,20122013,65,2005,000,SO CENTRAL NE UNIFIED SYSTEM 5,0.1846,06/20/2013
DI,20132014,65,2005,000,SO CENTRAL NE UNIFIED SYSTEM 5,0.2157,07/07/2014
DI,20142015,65,2005,000,SOUTH CENTRAL NEBRASKA UNIFIED 5,0.2060,06/23/2015
DI,20152016,65,2005,000,SOUTH CENTRAL NEBRASKA UNIFIED 5,0.1974,11/16/2016
DI,20112012,66,0027,000,SYRACUSE-DUNBAR-AVOCA SCHOOLS,0.1170,11/09/2012
DI,20122013,66,0027,000,SYRACUSE-DUNBAR-AVOCA SCHOOLS,0.1189,06/20/2013
DI,20132014,66,0027,000,SYRACUSE-DUNBAR-AVOCA SCHOOLS,0.1212,07/07/2014
DI,20142015,66,0027,000,SYRACUSE-DUNBAR-AVOCA SCHOOLS,0.1213,06/23/2015
DI,20152016,66,0027,000,SYRACUSE-DUNBAR-AVOCA SCHOOLS,0.1186,11/16/2016
DI,20112012,66,0111,000,NEBRASKA CITY PUBLIC SCHOOLS,0.1762,11/09/2012
DI,20122013,66,0111,000,NEBRASKA CITY PUBLIC SCHOOLS,0.1938,06/20/2013
DI,20132014,66,0111,000,NEBRASKA CITY PUBLIC SCHOOLS,0.2128,07/07/2014
DI,20142015,66,0111,000,NEBRASKA CITY PUBLIC SCHOOLS,0.1953,06/23/2015
DI,20152016,66,0111,000,NEBRASKA CITY PUBLIC SCHOOLS,0.2003,11/16/2016
DI,20112012,66,0501,000,PALMYRA DISTRICT O R 1,0.1697,11/09/2012
DI,20122013,66,0501,000,PALMYRA DISTRICT O R 1,0.1724,06/20/2013
DI,20132014,66,0501,000,PALMYRA DISTRICT O R 1,0.1564,07/07/2014
DI,20142015,66,0501,000,PALMYRA DISTRICT O R 1,0.1707,06/23/2015
DI,20152016,66,0501,000,PALMYRA DISTRICT O R 1,0.1686,11/16/2016
DI,20112012,67,0001,000,PAWNEE CITY PUBLIC SCHOOLS,0.1399,11/09/2012
DI,20122013,67,0001,000,PAWNEE CITY PUBLIC SCHOOLS,0.1833,06/20/2013
DI,20132014,67,0001,000,PAWNEE CITY PUBLIC SCHOOLS,0.1962,07/07/2014
DI,20142015,67,0001,000,PAWNEE CITY PUBLIC SCHOOLS,0.2014,06/23/2015
DI,20152016,67,0001,000,PAWNEE CITY PUBLIC SCHOOLS,0.2453,11/16/2016
DI,20112012,67,0069,000,LEWISTON CONSOLIDATED SCHOOLS,0.2105,11/09/2012
DI,20122013,67,0069,000,LEWISTON CONSOLIDATED SCHOOLS,0.1838,06/20/2013
DI,20132014,67,0069,000,LEWISTON CONSOLIDATED SCHOOLS,0.3481,07/07/2014
DI,20142015,67,0069,000,LEWISTON CONSOLIDATED SCHOOLS,0.2148,06/23/2015
DI,20152016,67,0069,000,LEWISTON CONSOLIDATED SCHOOLS,0.2251,11/16/2016
DI,20112012,68,0020,000,PERKINS COUNTY SCHOOLS,0.1173,11/09/2012
DI,20122013,68,0020,000,PERKINS COUNTY SCHOOLS,0.1139,06/20/2013
DI,20132014,68,0020,000,PERKINS COUNTY SCHOOLS,0.1223,07/07/2014
DI,20142015,68,0020,000,PERKINS COUNTY SCHOOLS,0.0855,06/23/2015
DI,20152016,68,0020,000,PERKINS COUNTY SCHOOLS,0.0847,11/16/2016
DI,20112012,69,0044,000,HOLDREGE PUBLIC SCHOOLS,0.1683,11/09/2012
DI,20122013,69,0044,000,HOLDREGE PUBLIC SCHOOLS,0.1680,06/20/2013
DI,20132014,69,0044,000,HOLDREGE PUBLIC SCHOOLS,0.1774,07/07/2014
DI,20142015,69,0044,000,HOLDREGE PUBLIC SCHOOLS,0.1560,06/23/2015
DI,20152016,69,0044,000,HOLDREGE PUBLIC SCHOOLS,0.1558,11/16/2016
DI,20112012,69,0054,000,BERTRAND PUBLIC SCHOOLS,0.1429,11/09/2012
DI,20122013,69,0054,000,BERTRAND PUBLIC SCHOOLS,0.1617,06/20/2013
DI,20132014,69,0054,000,BERTRAND PUBLIC SCHOOLS,0.1905,07/07/2014
DI,20142015,69,0054,000,BERTRAND PUBLIC SCHOOLS,0.1445,06/23/2015
DI,20152016,69,0054,000,BERTRAND PUBLIC SCHOOLS,0.1423,11/16/2016
DI,20112012,69,0055,000,LOOMIS PUBLIC SCHOOLS,0.1508,11/09/2012
DI,20122013,69,0055,000,LOOMIS PUBLIC SCHOOLS,0.1590,06/20/2013
DI,20132014,69,0055,000,LOOMIS PUBLIC SCHOOLS,0.1639,07/07/2014
DI,20142015,69,0055,000,LOOMIS PUBLIC SCHOOLS,0.1368,06/23/2015
DI,20152016,69,0055,000,LOOMIS PUBLIC SCHOOLS,0.1480,11/16/2016
DI,20112012,70,0002,000,PIERCE PUBLIC SCHOOLS,0.1691,11/09/2012
DI,20122013,70,0002,000,PIERCE PUBLIC SCHOOLS,0.1767,06/20/2013
DI,20132014,70,0002,000,PIERCE PUBLIC SCHOOLS,0.2146,07/07/2014
DI,20142015,70,0002,000,PIERCE PUBLIC SCHOOLS,0.1962,06/23/2015
DI,20152016,70,0002,000,PIERCE PUBLIC SCHOOLS,0.1926,11/16/2016
DI,20112012,70,0005,000,PLAINVIEW PUBLIC SCHOOLS,0.1633,11/09/2012
DI,20122013,70,0005,000,PLAINVIEW PUBLIC SCHOOLS,0.1893,06/20/2013
DI,20132014,70,0005,000,PLAINVIEW PUBLIC SCHOOLS,0.2161,07/07/2014
DI,20142015,70,0005,000,PLAINVIEW PUBLIC SCHOOLS,0.1742,06/23/2015
DI,20152016,70,0005,000,PLAINVIEW PUBLIC SCHOOLS,0.1889,11/16/2016
DI,20112012,70,0542,000,OSMOND PUBLIC SCHOOLS,0.1422,11/09/2012
DI,20122013,70,0542,000,OSMOND COMMUNITY SCHOOLS,0.1553,06/20/2013
DI,20132014,70,0542,000,OSMOND COMMUNITY SCHOOLS,0.1366,07/07/2014
DI,20142015,70,0542,000,OSMOND COMMUNITY SCHOOLS,0.1355,06/23/2015
DI,20152016,70,0542,000,OSMOND COMMUNITY SCHOOLS,0.1321,11/16/2016
DI,20112012,71,0001,000,COLUMBUS PUBLIC SCHOOLS,0.1610,11/09/2012
DI,20122013,71,0001,000,COLUMBUS PUBLIC SCHOOLS,0.1799,06/20/2013
DI,20132014,71,0001,000,COLUMBUS PUBLIC SCHOOLS,0.1772,07/07/2014
DI,20142015,71,0001,000,COLUMBUS PUBLIC SCHOOLS,0.1581,06/23/2015
DI,20152016,71,0001,000,COLUMBUS PUBLIC SCHOOLS,0.1491,11/16/2016
DI,20112012,71,0005,000,LAKEVIEW COMMUNITY SCHOOLS,0.1306,11/09/2012
DI,20122013,71,0005,000,LAKEVIEW COMMUNITY SCHOOLS,0.1261,06/20/2013
DI,20132014,71,0005,000,LAKEVIEW COMMUNITY SCHOOLS,0.1419,07/07/2014
DI,20142015,71,0005,000,LAKEVIEW COMMUNITY SCHOOLS,0.1275,06/23/2015
DI,20152016,71,0005,000,LAKEVIEW COMMUNITY SCHOOLS,0.1338,11/16/2016
DI,20112012,71,0067,000,HUMPHREY PUBLIC SCHOOLS,0.1700,11/09/2012
DI,20122013,71,0067,000,HUMPHREY PUBLIC SCHOOLS,0.1850,06/20/2013
DI,20132014,71,0067,000,HUMPHREY PUBLIC SCHOOLS,0.2049,07/07/2014
DI,20142015,71,0067,000,HUMPHREY PUBLIC SCHOOLS,0.1818,06/23/2015
DI,20152016,71,0067,000,HUMPHREY PUBLIC SCHOOLS,0.1667,11/16/2016
DI,20112012,72,0015,000,CROSS COUNTY COMMUNITY SCHOOLS,0.1425,11/09/2012
DI,20122013,72,0015,000,CROSS COUNTY COMMUNITY SCHOOLS,0.1707,06/20/2013
DI,20132014,72,0015,000,CROSS COUNTY COMMUNITY SCHOOLS,0.1831,07/07/2014
DI,20142015,72,0015,000,CROSS COUNTY COMMUNITY SCHOOLS,0.1920,06/23/2015
DI,20152016,72,0015,000,CROSS COUNTY COMMUNITY SCHOOLS,0.1652,11/16/2016
DI,20112012,72,0019,000,OSCEOLA PUBLIC SCHOOLS,0.2058,11/09/2012
DI,20122013,72,0019,000,OSCEOLA PUBLIC SCHOOLS,0.1959,06/20/2013
DI,20132014,72,0019,000,OSCEOLA PUBLIC SCHOOLS,0.2033,07/07/2014
DI,20142015,72,0019,000,OSCEOLA PUBLIC SCHOOLS,0.1579,06/23/2015
DI,20152016,72,0019,000,OSCEOLA PUBLIC SCHOOLS,0.1452,11/16/2016
DI,20112012,72,0032,000,SHELBY - RISING CITY PUBLIC SCHOOLS,0.1439,11/09/2012
DI,20122013,72,0032,000,SHELBY - RISING CITY PUBLIC SCHOOLS,0.1340,06/20/2013
DI,20132014,72,0032,000,SHELBY - RISING CITY PUBLIC SCHOOLS,0.1617,07/07/2014
DI,20142015,72,0032,000,SHELBY - RISING CITY PUBLIC SCHOOLS,0.1341,06/23/2015
DI,20152016,72,0032,000,SHELBY - RISING CITY PUBLIC SCHOOLS,0.1246,11/16/2016
DI,20112012,72,0075,000,HIGH PLAINS COMMUNITY SCHOOLS,0.1053,11/09/2012
DI,20122013,72,0075,000,HIGH PLAINS COMMUNITY SCHOOLS,0.1652,06/20/2013
DI,20132014,72,0075,000,HIGH PLAINS COMMUNITY SCHOOLS,0.1878,07/07/2014
DI,20142015,72,0075,000,HIGH PLAINS COMMUNITY SCHOOLS,0.1992,06/23/2015
DI,20152016,72,0075,000,HIGH PLAINS COMMUNITY SCHOOLS,0.2009,11/16/2016
DI,20112012,73,0017,000,MC COOK PUBLIC SCHOOLS,0.1589,11/09/2012
DI,20122013,73,0017,000,MC COOK PUBLIC SCHOOLS,0.1500,06/20/2013
DI,20132014,73,0017,000,MC COOK PUBLIC SCHOOLS,0.1711,07/07/2014
DI,20142015,73,0017,000,MC COOK PUBLIC SCHOOLS,0.1490,06/23/2015
DI,20152016,73,0017,000,MC COOK PUBLIC SCHOOLS,0.1367,11/16/2016
DI,20112012,73,0179,000,SOUTHWEST PUBLIC SCHOOLS,0.1579,11/09/2012
DI,20122013,73,0179,000,SOUTHWEST PUBLIC SCHOOLS,0.1508,06/20/2013
DI,20132014,73,0179,000,SOUTHWEST PUBLIC SCHOOLS,0.1590,07/07/2014
DI,20142015,73,0179,000,SOUTHWEST PUBLIC SCHOOLS,0.1575,06/23/2015
DI,20152016,73,0179,000,SOUTHWEST PUBLIC SCHOOLS,0.1484,11/16/2016
DI,20112012,74,0056,000,FALLS CITY PUBLIC SCHOOLS,0.2113,11/09/2012
DI,20122013,74,0056,000,FALLS CITY PUBLIC SCHOOLS,0.2000,06/20/2013
DI,20132014,74,0056,000,FALLS CITY PUBLIC SCHOOLS,0.2345,07/07/2014
DI,20142015,74,0056,000,FALLS CITY PUBLIC SCHOOLS,0.1985,06/23/2015
DI,20152016,74,0056,000,FALLS CITY PUBLIC SCHOOLS,0.1817,11/16/2016
DI,20112012,74,0070,000,HUMBOLDT TABLE ROCK STEINAUER,0.1710,11/09/2012
DI,20122013,74,0070,000,HUMBOLDT TABLE ROCK STEINAUER,0.1683,06/20/2013
DI,20132014,74,0070,000,HUMBOLDT TABLE ROCK STEINAUER,0.2080,07/07/2014
DI,20142015,74,0070,000,HUMBOLDT TABLE ROCK STEINAUER,0.1748,06/23/2015
DI,20152016,74,0070,000,HUMBOLDT TABLE ROCK STEINAUER,0.1983,11/16/2016
DI,20112012,75,0100,000,ROCK COUNTY PUBLIC SCHOOLS,0.1584,11/09/2012
DI,20122013,75,0100,000,ROCK COUNTY PUBLIC SCHOOLS,0.1451,06/20/2013
DI,20132014,75,0100,000,ROCK COUNTY PUBLIC SCHOOLS,0.1546,07/07/2014
DI,20142015,75,0100,000,ROCK COUNTY PUBLIC SCHOOLS,0.0990,06/23/2015
DI,20152016,75,0100,000,ROCK COUNTY PUBLIC SCHOOLS,0.1085,11/16/2016
DI,20112012,76,0002,000,CRETE PUBLIC SCHOOLS,0.1263,11/09/2012
DI,20122013,76,0002,000,CRETE PUBLIC SCHOOLS,0.1374,06/20/2013
DI,20132014,76,0002,000,CRETE PUBLIC SCHOOLS,0.1776,07/07/2014
DI,20142015,76,0002,000,CRETE PUBLIC SCHOOLS,0.1610,06/23/2015
DI,20152016,76,0002,000,CRETE PUBLIC SCHOOLS,0.1558,11/16/2016
DI,20112012,76,0044,000,DORCHESTER PUBLIC SCHOOLS,0.1397,11/09/2012
DI,20122013,76,0044,000,DORCHESTER PUBLIC SCHOOLS,0.1462,06/20/2013
DI,20132014,76,0044,000,DORCHESTER PUBLIC SCHOOLS,0.1437,07/07/2014
DI,20142015,76,0044,000,DORCHESTER PUBLIC SCHOOL,0.1006,06/23/2015
DI,20152016,76,0044,000,DORCHESTER PUBLIC SCHOOL,0.1658,11/16/2016
DI,20112012,76,0068,000,FRIEND PUBLIC SCHOOLS,0.1611,11/09/2012
DI,20122013,76,0068,000,FRIEND PUBLIC SCHOOLS,0.1625,06/20/2013
DI,20132014,76,0068,000,FRIEND PUBLIC SCHOOLS,0.2167,07/07/2014
DI,20142015,76,0068,000,FRIEND PUBLIC SCHOOLS,0.1983,06/23/2015
DI,20152016,76,0068,000,FRIEND PUBLIC SCHOOLS,0.2383,11/16/2016
DI,20112012,76,0082,000,WILBER-CLATONIA PUBLIC SCHOOLS,0.1352,11/09/2012
DI,20122013,76,0082,000,WILBER-CLATONIA PUBLIC SCHOOLS,0.1204,06/20/2013
DI,20132014,76,0082,000,WILBER-CLATONIA PUBLIC SCHOOLS,0.1234,07/07/2014
DI,20142015,76,0082,000,WILBER-CLATONIA PUBLIC SCHOOLS,0.1040,06/23/2015
DI,20152016,76,0082,000,WILBER-CLATONIA PUBLIC SCHOOLS,0.1070,11/16/2016
DI,20112012,77,0001,000,BELLEVUE PUBLIC SCHOOLS,0.1398,11/09/2012
DI,20122013,77,0001,000,BELLEVUE PUBLIC SCHOOLS,0.1647,06/20/2013
DI,20132014,77,0001,000,BELLEVUE PUBLIC SCHOOLS,0.1796,07/07/2014
DI,20142015,77,0001,000,BELLEVUE PUBLIC SCHOOLS,0.1699,06/23/2015
DI,20152016,77,0001,000,BELLEVUE PUBLIC SCHOOLS,0.1702,11/16/2016
DI,20112012,77,0027,000,PAPILLION-LA VISTA PUBLIC SCHS,0.1159,11/09/2012
DI,20122013,77,0027,000,PAPILLION-LA VISTA PUBLIC SCHS,0.1195,06/20/2013
DI,20132014,77,0027,000,PAPILLION-LA VISTA PUBLIC SCHS,0.1247,07/07/2014
DI,20142015,77,0027,000,PAPILLION-LA VISTA PUBLIC SCHS,0.1151,06/23/2015
DI,20152016,77,0027,000,PAPILLION-LA VISTA PUBLIC SCHS,0.1228,11/16/2016
DI,20112012,77,0037,000,GRETNA PUBLIC SCHOOLS,0.1165,11/09/2012
DI,20122013,77,0037,000,GRETNA PUBLIC SCHOOLS,0.1191,06/20/2013
DI,20132014,77,0037,000,GRETNA PUBLIC SCHOOLS,0.1228,07/07/2014
DI,20142015,77,0037,000,GRETNA PUBLIC SCHOOLS,0.1148,06/23/2015
DI,20152016,77,0037,000,GRETNA PUBLIC SCHOOLS,0.1106,11/16/2016
DI,20112012,77,0046,000,SOUTH SARPY DIST 46,0.1444,11/09/2012
DI,20122013,77,0046,000,SPRINGFIELD PLATTEVIEW COMMUNITY SCHOOLS,0.1528,06/20/2013
DI,20132014,77,0046,000,SPRINGFIELD PLATTEVIEW COMMUNITY SCHOOLS,0.1485,07/07/2014
DI,20142015,77,0046,000,SPRINGFIELD PLATTEVIEW COMMUNITY SCHOOLS,0.1439,06/23/2015
DI,20152016,77,0046,000,SPRINGFIELD PLATTEVIEW COMMUNITY SCHOOLS,0.1413,11/16/2016
DI,20112012,78,0001,000,ASHLAND-GREENWOOD PUBLIC SCHS,0.1363,11/09/2012
DI,20122013,78,0001,000,ASHLAND-GREENWOOD PUBLIC SCHS,0.1452,06/20/2013
DI,20132014,78,0001,000,ASHLAND-GREENWOOD PUBLIC SCHS,0.1717,07/07/2014
DI,20142015,78,0001,000,ASHLAND-GREENWOOD PUBLIC SCHS,0.1794,06/23/2015
DI,20152016,78,0001,000,ASHLAND-GREENWOOD PUBLIC SCHS,0.1597,11/16/2016
DI,20112012,78,0009,000,YUTAN PUBLIC SCHOOLS,0.1706,11/09/2012
DI,20122013,78,0009,000,YUTAN PUBLIC SCHOOLS,0.1768,06/20/2013
DI,20132014,78,0009,000,YUTAN PUBLIC SCHOOLS,0.1804,07/07/2014
DI,20142015,78,0009,000,YUTAN PUBLIC SCHOOLS,0.1767,06/23/2015
DI,20152016,78,0009,000,YUTAN PUBLIC SCHOOLS,0.1824,11/16/2016
DI,20112012,78,0039,000,WAHOO PUBLIC SCHOOLS,0.1760,11/09/2012
DI,20122013,78,0039,000,WAHOO PUBLIC SCHOOLS,0.2124,06/20/2013
DI,20132014,78,0039,000,WAHOO PUBLIC SCHOOLS,0.2272,07/07/2014
DI,20142015,78,0039,000,WAHOO PUBLIC SCHOOLS,0.2084,06/23/2015
DI,20152016,78,0039,000,WAHOO PUBLIC SCHOOLS,0.2008,11/16/2016
DI,20112012,78,0072,000,MEAD PUBLIC SCHOOLS,0.1513,11/09/2012
DI,20122013,78,0072,000,MEAD PUBLIC SCHOOLS,0.1469,06/20/2013
DI,20132014,78,0072,000,MEAD PUBLIC SCHOOLS,0.1532,07/07/2014
DI,20142015,78,0072,000,MEAD PUBLIC SCHOOLS,0.1440,06/23/2015
DI,20152016,78,0072,000,MEAD PUBLIC SCHOOLS,0.1757,11/16/2016
DI,20112012,78,0107,000,CEDAR BLUFFS PUBLIC SCHOOLS,0.0946,11/09/2012
DI,20122013,78,0107,000,CEDAR BLUFFS PUBLIC SCHOOLS,0.0926,06/20/2013
DI,20132014,78,0107,000,CEDAR BLUFFS PUBLIC SCHOOLS,0.1029,07/07/2014
DI,20142015,78,0107,000,CEDAR BLUFFS PUBLIC SCHOOLS,0.1148,06/23/2015
DI,20152016,78,0107,000,CEDAR BLUFFS PUBLIC SCHOOLS,0.1455,11/16/2016
DI,20112012,79,0002,000,MINATARE PUBLIC SCHOOLS,0.0875,11/09/2012
DI,20122013,79,0002,000,MINATARE PUBLIC SCHOOLS,0.1513,06/20/2013
