Type,School Year,County,District,School,Agency Name,FRL Percentage,DataAsOf
SC,20052006,01,0090,001,ADAMS CENTRAL JR-SR HIGH SCH,0.1413,11/09/2012
SC,20062007,01,0090,001,ADAMS CENTRAL JR-SR HIGH SCH,0.1600,11/09/2012
SC,20072008,01,0090,001,ADAMS CENTRAL JR-SR HIGH SCH,0.1737,11/09/2012
SC,20082009,01,0090,001,ADAMS CENTRAL JR-SR HIGH SCH,0.1518,11/09/2012
SC,20092010,01,0090,001,ADAMS CENTRAL JR-SR HIGH SCH,0.1375,11/09/2012
SC,20102011,01,0090,001,ADAMS CENTRAL JR-SR HIGH SCH,0.1335,11/09/2012
SC,20112012,01,0090,001,ADAMS CENTRAL JR-SR HIGH SCH,0.1245,11/09/2012
SC,20122013,01,0090,001,ADAMS CENTRAL JR-SR HIGH SCH,0.1161,09/10/2013
SC,20132014,01,0090,001,ADAMS CENTRAL JR-SR HIGH SCH,0.1850,07/07/2014
SC,20142015,01,0090,001,ADAMS CENTRAL JR-SR HIGH SCH,0.1874,06/23/2015
SC,20152016,01,0090,001,ADAMS CENTRAL JR-SR HIGH SCH,0.1905,12/12/2016
SC,20062007,01,0090,002,JUNIATA ELEMENTARY SCHOOL,0.3790,11/09/2012
SC,20072008,01,0090,002,JUNIATA ELEMENTARY SCHOOL,0.2713,11/09/2012
SC,20082009,01,0090,002,JUNIATA ELEMENTARY SCHOOL,0.3217,11/09/2012
SC,20092010,01,0090,002,JUNIATA ELEMENTARY SCHOOL,0.2808,11/09/2012
SC,20102011,01,0090,002,JUNIATA ELEMENTARY SCHOOL,0.3066,11/09/2012
SC,20112012,01,0090,002,JUNIATA ELEMENTARY SCHOOL,0.2286,11/09/2012
SC,20122013,01,0090,002,JUNIATA ELEMENTARY SCHOOL,0.2229,09/10/2013
SC,20132014,01,0090,002,JUNIATA ELEMENTARY SCHOOL,0.2375,07/07/2014
SC,20142015,01,0090,002,JUNIATA ELEMENTARY SCHOOL,0.2343,06/23/2015
SC,20152016,01,0090,002,JUNIATA ELEMENTARY SCHOOL,0.2398,12/12/2016
SC,20062007,01,0090,003,ADAMS COUNTY 15,0.2029,11/09/2012
SC,20072008,01,0090,003,ADAMS COUNTY 15,0.2133,11/09/2012
SC,20082009,01,0090,003,ADAMS COUNTY 15,0.1370,11/09/2012
SC,20092010,01,0090,003,ADAMS COUNTY 15,-1.0000,11/09/2012
SC,20102011,01,0090,003,ADAMS COUNTY 15,0.1974,11/09/2012
SC,20112012,01,0090,003,ADAMS COUNTY 15,0.2329,11/09/2012
SC,20122013,01,0090,003,ADAMS COUNTY 15,0.1615,09/10/2013
SC,20132014,01,0090,003,EAST ELEMENTARY SCHOOL,0.1311,07/07/2014
SC,20142015,01,0090,003,EAST ELEMENTARY SCHOOL,0.1094,06/23/2015
SC,20152016,01,0090,003,EAST ELEMENTARY SCHOOL,0.0949,12/12/2016
SC,20062007,01,0090,004,TRI-VIEW SCHOOL,-1.0000,11/09/2012
SC,20072008,01,0090,004,TRI-VIEW SCHOOL,-1.0000,11/09/2012
SC,20082009,01,0090,004,TRI-VIEW SCHOOL,-1.0000,11/09/2012
SC,20092010,01,0090,004,TRI-VIEW SCHOOL,-1.0000,11/09/2012
SC,20102011,01,0090,004,TRI-VIEW SCHOOL,-1.0000,11/09/2012
SC,20112012,01,0090,004,TRI-VIEW SCHOOL,-1.0000,11/09/2012
SC,20062007,01,0090,005,AYR SCHOOL,-1.0000,11/09/2012
SC,20072008,01,0090,005,AYR SCHOOL,-1.0000,11/09/2012
SC,20082009,01,0090,005,AYR SCHOOL,-1.0000,11/09/2012
SC,20092010,01,0090,005,AYR SCHOOL,-1.0000,11/09/2012
SC,20102011,01,0090,005,AYR SCHOOL,-1.0000,11/09/2012
SC,20112012,01,0090,005,AYR SCHOOL,-1.0000,11/09/2012
SC,20062007,01,0090,006,WALLACE SCHOOL,-1.0000,11/09/2012
SC,20072008,01,0090,006,WALLACE SCHOOL,-1.0000,11/09/2012
SC,20082009,01,0090,006,WALLACE SCHOOL,-1.0000,11/09/2012
SC,20092010,01,0090,006,WALLACE SCHOOL,-1.0000,11/09/2012
SC,20102011,01,0090,006,WALLACE SCHOOL,0.0676,11/09/2012
SC,20112012,01,0090,006,WALLACE SCHOOL,0.0890,11/09/2012
SC,20122013,01,0090,006,WALLACE SCHOOL,0.1571,09/10/2013
SC,20132014,01,0090,006,WALLACE ELEMENTARY SCHOOL,0.1654,07/07/2014
SC,20142015,01,0090,006,WALLACE ELEMENTARY SCHOOL,0.1563,06/23/2015
SC,20152016,01,0090,006,WALLACE ELEMENTARY SCHOOL,0.1361,12/12/2016
DI,20012002,01,0123,000,SILVER LAKE PUBLIC SCHOOLS,0.3881,11/09/2012
DI,20022003,01,0123,000,SILVER LAKE PUBLIC SCHOOLS,0.3452,11/09/2012
DI,20032004,01,0123,000,SILVER LAKE PUBLIC SCHOOLS,0.4336,11/09/2012
DI,20042005,01,0123,000,SILVER LAKE PUBLIC SCHOOLS,0.4286,11/09/2012
DI,20052006,01,0123,000,SILVER LAKE PUBLIC SCHOOLS,0.4318,11/09/2012
DI,20062007,01,0123,000,SILVER LAKE PUBLIC SCHOOLS,0.4427,11/09/2012
DI,20072008,01,0123,000,SILVER LAKE PUBLIC SCHOOLS,0.4188,11/09/2012
DI,20082009,01,0123,000,SILVER LAKE PUBLIC SCHOOLS,0.3862,11/09/2012
DI,20092010,01,0123,000,SILVER LAKE PUBLIC SCHOOLS,0.3959,11/09/2012
DI,20102011,01,0123,000,SILVER LAKE PUBLIC SCHOOLS,0.4108,11/09/2012
DI,20112012,01,0123,000,SILVER LAKE PUBLIC SCHOOLS,0.4226,11/09/2012
DI,20122013,01,0123,000,SILVER LAKE PUBLIC SCHOOLS,0.3502,09/10/2013
DI,20132014,01,0123,000,SILVER LAKE PUBLIC SCHOOLS,0.3797,07/07/2014
DI,20142015,01,0123,000,SILVER LAKE PUBLIC SCHOOLS,0.3591,06/23/2015
DI,20152016,01,0123,000,SILVER LAKE PUBLIC SCHOOLS,0.4160,12/12/2016
SC,20012002,01,0123,001,SILVER LAKE HIGH SCHOOL,0.4118,11/09/2012
SC,20022003,01,0123,001,SILVER LAKE HIGH SCHOOL,0.3407,11/09/2012
SC,20032004,01,0123,001,SILVER LAKE HIGH SCHOOL,0.3643,11/09/2012
SC,20042005,01,0123,001,SILVER LAKE HIGH SCHOOL,0.4581,11/09/2012
SC,20052006,01,0123,001,SILVER LAKE HIGH SCHOOL,0.4207,11/09/2012
SC,20062007,01,0123,001,SILVER LAKE HIGH SCHOOL,0.4672,11/09/2012
SC,20072008,01,0123,001,SILVER LAKE HIGH SCHOOL,0.4180,11/09/2012
SC,20082009,01,0123,001,SILVER LAKE HIGH SCHOOL,0.4711,11/09/2012
SC,20092010,01,0123,001,SILVER LAKE HIGH SCHOOL,0.5000,11/09/2012
SC,20102011,01,0123,001,SILVER LAKE HIGH SCHOOL,0.4909,11/09/2012
SC,20112012,01,0123,001,SILVER LAKE HIGH SCHOOL,0.5091,11/09/2012
SC,20122013,01,0123,001,SILVER LAKE HIGH SCHOOL,0.4444,09/10/2013
SC,20132014,01,0123,001,SILVER LAKE HIGH SCHOOL,0.5111,07/07/2014
SC,20142015,01,0123,001,SILVER LAKE HIGH SCHOOL,0.4767,06/23/2015
SC,20152016,01,0123,001,SILVER LAKE HIGH SCHOOL,0.5000,12/12/2016
SC,20012002,01,0123,002,SILVER LAKE ELEM SCH-BLADEN,0.3636,11/09/2012
SC,20022003,01,0123,002,SILVER LAKE ELEM SCH-BLADEN,0.3493,11/09/2012
SC,20032004,01,0123,002,SILVER LAKE ELEM SCH-BLADEN,0.5000,11/09/2012
SC,20042005,01,0123,002,SILVER LAKE ELEM SCH-BLADEN,0.3920,11/09/2012
SC,20052006,01,0123,002,SILVER LAKE ELEM SCH-BLADEN,0.4454,11/09/2012
SC,20062007,01,0123,002,SILVER LAKE ELEM SCH-BLADEN,0.3883,11/09/2012
SC,20072008,01,0123,002,SILVER LAKE ELEM SCH-BLADEN,0.4196,11/09/2012
SC,20082009,01,0123,002,SILVER LAKE ELEM SCH-BLADEN,0.3040,11/09/2012
SC,20092010,01,0123,002,SILVER LAKE ELEM SCH-BLADEN,0.2960,11/09/2012
SC,20102011,01,0123,002,SILVER LAKE ELEM SCH-BLADEN,0.3435,11/09/2012
SC,20112012,01,0123,002,SILVER LAKE ELEM SCH-BLADEN,0.3488,11/09/2012
SC,20122013,01,0123,002,SILVER LAKE ELEM SCH-BLADEN,0.2826,09/10/2013
SC,20132014,01,0123,002,SILVER LAKE ELEM SCH-BLADEN,0.2993,07/07/2014
SC,20142015,01,0123,002,SILVER LAKE ELEM SCH-BLADEN,0.2836,06/23/2015
SC,20152016,01,0123,002,SILVER LAKE ELEM SCH-BLADEN,0.3667,12/12/2016
SC,20062007,01,0123,004,HOLSTEIN SCHOOL,-1.0000,11/09/2012
DI,20012002,02,0004,000,VALLEY VIEW PUBLIC SCHOOL,-1.0000,11/09/2012
DI,20022003,02,0004,000,VALLEY VIEW PUBLIC SCHOOL,-1.0000,11/09/2012
DI,20032004,02,0004,000,VALLEY VIEW PUBLIC SCHOOL,-1.0000,11/09/2012
DI,20042005,02,0004,000,VALLEY VIEW PUBLIC SCHOOL,-1.0000,11/09/2012
DI,20052006,02,0004,000,VALLEY VIEW PUBLIC SCHOOL,-1.0000,11/09/2012
SC,20012002,02,0004,001,VALLEY VIEW PUBLIC SCHOOL,-1.0000,11/09/2012
SC,20022003,02,0004,001,VALLEY VIEW PUBLIC SCHOOL,-1.0000,11/09/2012
SC,20032004,02,0004,001,VALLEY VIEW PUBLIC SCHOOL,-1.0000,11/09/2012
SC,20042005,02,0004,001,VALLEY VIEW PUBLIC SCHOOL,-1.0000,11/09/2012
SC,20052006,02,0004,001,VALLEY VIEW PUBLIC SCHOOL,-1.0000,11/09/2012
DI,20012002,02,0006,000,CLEARWATER PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20012002,02,0009,000,NELIGH-OAKDALE SCHOOLS,0.4242,11/09/2012
DI,20022003,02,0009,000,NELIGH-OAKDALE SCHOOLS,0.4421,11/09/2012
DI,20032004,02,0009,000,NELIGH-OAKDALE SCHOOLS,0.4313,11/09/2012
DI,20042005,02,0009,000,NELIGH-OAKDALE SCHOOLS,0.4192,11/09/2012
DI,20052006,02,0009,000,NELIGH-OAKDALE SCHOOLS,0.4209,11/09/2012
DI,20062007,02,0009,000,NELIGH-OAKDALE SCHOOLS,0.3873,11/09/2012
DI,20072008,02,0009,000,NELIGH-OAKDALE SCHOOLS,0.3740,11/09/2012
DI,20082009,02,0009,000,NELIGH-OAKDALE SCHOOLS,0.3915,11/09/2012
DI,20092010,02,0009,000,NELIGH-OAKDALE SCHOOLS,0.4111,11/09/2012
DI,20102011,02,0009,000,NELIGH-OAKDALE SCHOOLS,0.4429,11/09/2012
DI,20112012,02,0009,000,NELIGH-OAKDALE SCHOOLS,0.4535,11/09/2012
DI,20122013,02,0009,000,NELIGH-OAKDALE SCHOOLS,0.4534,09/10/2013
DI,20132014,02,0009,000,NELIGH-OAKDALE SCHOOLS,0.4401,07/07/2014
DI,20142015,02,0009,000,NELIGH-OAKDALE SCHOOLS,0.4358,06/23/2015
DI,20152016,02,0009,000,NELIGH-OAKDALE SCHOOLS,0.4132,12/12/2016
SC,20012002,02,0009,001,NELIGH-OAKDALE JR/SR HIGH SCH,0.4068,11/09/2012
SC,20022003,02,0009,001,NELIGH-OAKDALE JR/SR HIGH SCH,0.4017,11/09/2012
SC,20032004,02,0009,001,NELIGH-OAKDALE JR/SR HIGH SCH,0.4156,11/09/2012
SC,20042005,02,0009,001,NELIGH-OAKDALE JR/SR HIGH SCH,0.3744,11/09/2012
SC,20052006,02,0009,001,NELIGH-OAKDALE JR/SR HIGH SCH,0.3881,11/09/2012
SC,20062007,02,0009,001,NELIGH-OAKDALE JR/SR HIGH SCH,0.3867,11/09/2012
SC,20072008,02,0009,001,NELIGH-OAKDALE JR/SR HIGH SCH,0.3540,11/09/2012
SC,20082009,02,0009,001,NELIGH-OAKDALE JR/SR HIGH SCH,0.3473,11/09/2012
SC,20092010,02,0009,001,NELIGH-OAKDALE JR/SR HIGH SCH,0.3447,11/09/2012
SC,20102011,02,0009,001,NELIGH-OAKDALE JR/SR HIGH SCH,0.4586,11/09/2012
SC,20112012,02,0009,001,NELIGH-OAKDALE JR/SR HIGH SCH,0.4775,11/09/2012
SC,20122013,02,0009,001,NELIGH-OAKDALE JR/SR HIGH SCH,0.4857,09/10/2013
SC,20132014,02,0009,001,NELIGH-OAKDALE JR/SR HIGH SCH,0.4536,07/07/2014
SC,20142015,02,0009,001,NELIGH-OAKDALE JR/SR HIGH SCH,0.4702,06/23/2015
SC,20152016,02,0009,001,NELIGH-OAKDALE JR/SR HIGH SCH,0.4111,12/12/2016
SC,20012002,02,0009,002,ELEM SCHOOL AT NELIGH-OAKDALE,0.4456,11/09/2012
SC,20022003,02,0009,002,ELEM SCHOOL AT NELIGH-OAKDALE,0.4897,11/09/2012
SC,20032004,02,0009,002,ELEM SCHOOL AT NELIGH-OAKDALE,0.4503,11/09/2012
SC,20042005,02,0009,002,ELEM SCHOOL AT NELIGH-OAKDALE,0.4703,11/09/2012
SC,20052006,02,0009,002,ELEM SCHOOL AT NELIGH-OAKDALE,0.4555,11/09/2012
SC,20062007,02,0009,002,ELEM SCHOOL AT NELIGH-OAKDALE,0.3878,11/09/2012
SC,20072008,02,0009,002,ELEM SCHOOL AT NELIGH-OAKDALE,0.3900,11/09/2012
SC,20082009,02,0009,002,ELEM SCHOOL AT NELIGH-OAKDALE,0.4231,11/09/2012
SC,20092010,02,0009,002,ELEM SCHOOL AT NELIGH-OAKDALE,0.4714,11/09/2012
SC,20102011,02,0009,002,ELEM SCHOOL AT NELIGH-OAKDALE,0.4315,11/09/2012
SC,20112012,02,0009,002,ELEM SCHOOL AT NELIGH-OAKDALE,0.4357,11/09/2012
SC,20122013,02,0009,002,ELEM SCHOOL AT NELIGH-OAKDALE,0.4292,09/10/2013
SC,20132014,02,0009,002,ELEM SCHOOL AT NELIGH-OAKDALE,0.4292,07/07/2014
SC,20142015,02,0009,002,ELEM SCHOOL AT NELIGH-OAKDALE,0.4105,06/23/2015
SC,20152016,02,0009,002,ELEM SCHOOL AT NELIGH-OAKDALE,0.4148,12/12/2016
DI,20012002,02,0018,000,ELGIN PUBLIC SCHOOLS,0.4844,11/09/2012
DI,20022003,02,0018,000,ELGIN PUBLIC SCHOOLS,0.4949,11/09/2012
DI,20032004,02,0018,000,ELGIN PUBLIC SCHOOLS,0.5514,11/09/2012
DI,20042005,02,0018,000,ELGIN PUBLIC SCHOOLS,0.5989,11/09/2012
DI,20052006,02,0018,000,ELGIN PUBLIC SCHOOLS,0.5859,11/09/2012
DI,20062007,02,0018,000,ELGIN PUBLIC SCHOOLS,0.5455,11/09/2012
DI,20072008,02,0018,000,ELGIN PUBLIC SCHOOLS,0.4900,11/09/2012
DI,20082009,02,0018,000,ELGIN PUBLIC SCHOOLS,0.4813,11/09/2012
DI,20092010,02,0018,000,ELGIN PUBLIC SCHOOLS,0.5595,11/09/2012
DI,20102011,02,0018,000,ELGIN PUBLIC SCHOOLS,0.5087,11/09/2012
DI,20112012,02,0018,000,ELGIN PUBLIC SCHOOLS,0.4566,11/09/2012
DI,20122013,02,0018,000,ELGIN PUBLIC SCHOOLS,0.5053,09/10/2013
DI,20132014,02,0018,000,ELGIN PUBLIC SCHOOLS,0.5238,07/07/2014
DI,20142015,02,0018,000,ELGIN PUBLIC SCHOOLS,0.5600,06/23/2015
DI,20152016,02,0018,000,ELGIN PUBLIC SCHOOLS,0.5440,12/12/2016
SC,20012002,02,0018,001,ELGIN HIGH SCHOOL,0.4352,11/09/2012
SC,20022003,02,0018,001,ELGIN HIGH SCHOOL,0.4579,11/09/2012
SC,20032004,02,0018,001,ELGIN HIGH SCHOOL,0.4762,11/09/2012
SC,20042005,02,0018,001,ELGIN HIGH SCHOOL,0.5149,11/09/2012
SC,20052006,02,0018,001,ELGIN HIGH SCHOOL,0.4808,11/09/2012
SC,20062007,02,0018,001,ELGIN HIGH SCHOOL,0.4526,11/09/2012
SC,20072008,02,0018,001,ELGIN HIGH SCHOOL,0.3978,11/09/2012
SC,20082009,02,0018,001,ELGIN HIGH SCHOOL,0.3977,11/09/2012
SC,20092010,02,0018,001,ELGIN HIGH SCHOOL,0.5143,11/09/2012
SC,20102011,02,0018,001,ELGIN HIGH SCHOOL,0.4533,11/09/2012
SC,20112012,02,0018,001,ELGIN HIGH SCHOOL,0.4416,11/09/2012
SC,20122013,02,0018,001,ELGIN HIGH SCHOOL,0.4819,09/10/2013
SC,20132014,02,0018,001,ELGIN HIGH SCHOOL,0.4878,07/07/2014
SC,20142015,02,0018,001,ELGIN HIGH SCHOOL,0.5185,06/23/2015
SC,20152016,02,0018,001,ELGIN HIGH SCHOOL,0.5758,12/12/2016
SC,20012002,02,0018,002,ELGIN ELEMENTARY SCHOOL,0.5476,11/09/2012
SC,20022003,02,0018,002,ELGIN ELEMENTARY SCHOOL,0.5393,11/09/2012
SC,20032004,02,0018,002,ELGIN ELEMENTARY SCHOOL,0.6500,11/09/2012
SC,20042005,02,0018,002,ELGIN ELEMENTARY SCHOOL,0.6977,11/09/2012
SC,20052006,02,0018,002,ELGIN ELEMENTARY SCHOOL,0.7021,11/09/2012
SC,20062007,02,0018,002,ELGIN ELEMENTARY SCHOOL,0.6311,11/09/2012
SC,20072008,02,0018,002,ELGIN ELEMENTARY SCHOOL,0.5701,11/09/2012
SC,20082009,02,0018,002,ELGIN ELEMENTARY SCHOOL,0.5556,11/09/2012
SC,20092010,02,0018,002,ELGIN ELEMENTARY SCHOOL,0.5918,11/09/2012
SC,20102011,02,0018,002,ELGIN ELEMENTARY SCHOOL,0.5510,11/09/2012
SC,20112012,02,0018,002,ELGIN ELEMENTARY SCHOOL,0.4688,11/09/2012
SC,20122013,02,0018,002,ELGIN ELEMENTARY SCHOOL,0.5238,09/10/2013
SC,20132014,02,0018,002,ELGIN ELEMENTARY SCHOOL,0.5514,07/07/2014
SC,20142015,02,0018,002,ELGIN ELEMENTARY SCHOOL,0.5882,06/23/2015
SC,20152016,02,0018,002,ELGIN ELEMENTARY SCHOOL,0.5259,12/12/2016
DI,20012002,02,0035,000,SUNNYSIDE PUBLIC SCHOOL,-1.0000,11/09/2012
DI,20022003,02,0035,000,SUNNYSIDE PUBLIC SCHOOL,-1.0000,11/09/2012
DI,20032004,02,0035,000,SUNNYSIDE PUBLIC SCHOOL,-1.0000,11/09/2012
DI,20042005,02,0035,000,SUNNYSIDE PUBLIC SCHOOL,-1.0000,11/09/2012
DI,20052006,02,0035,000,SUNNYSIDE PUBLIC SCHOOL,-1.0000,11/09/2012
SC,20012002,02,0035,001,SUNNYSIDE PUBLIC SCHOOL,-1.0000,11/09/2012
SC,20022003,02,0035,001,SUNNYSIDE PUBLIC SCHOOL,-1.0000,11/09/2012
SC,20032004,02,0035,001,SUNNYSIDE PUBLIC SCHOOL,-1.0000,11/09/2012
SC,20042005,02,0035,001,SUNNYSIDE PUBLIC SCHOOL,-1.0000,11/09/2012
SC,20052006,02,0035,001,SUNNYSIDE PUBLIC SCHOOL,-1.0000,11/09/2012
DI,20012002,02,0049,000,ORCHARD PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20012002,02,2001,000,NEBRASKA UNIFIED DISTRICT 1,0.4982,11/09/2012
DI,20022003,02,2001,000,NEBRASKA UNIFIED DISTRICT 1,0.4899,11/09/2012
DI,20032004,02,2001,000,NEBRASKA UNIFIED DISTRICT 1,0.4265,11/09/2012
DI,20042005,02,2001,000,NEBRASKA UNIFIED DISTRICT 1,0.4293,11/09/2012
DI,20052006,02,2001,000,NEBRASKA UNIFIED DISTRICT 1,0.4488,11/09/2012
DI,20062007,02,2001,000,NEBRASKA UNIFIED DISTRICT 1,0.4427,11/09/2012
DI,20072008,02,2001,000,NEBRASKA UNIFIED DISTRICT 1,0.4812,11/09/2012
DI,20082009,02,2001,000,NEBRASKA UNIFIED DISTRICT 1,0.4317,11/09/2012
DI,20092010,02,2001,000,NEBRASKA UNIFIED DISTRICT 1,0.4611,11/09/2012
DI,20102011,02,2001,000,NEBRASKA UNIFIED DISTRICT 1,0.4371,11/09/2012
DI,20112012,02,2001,000,NEBRASKA UNIFIED DISTRICT 1,0.4481,11/09/2012
DI,20122013,02,2001,000,NEBRASKA UNIFIED DISTRICT 1,0.4125,09/10/2013
DI,20132014,02,2001,000,NEBRASKA UNIFIED DISTRICT 1,0.4980,07/07/2014
DI,20142015,02,2001,000,NEBRASKA UNIFIED DISTRICT 1,0.5097,06/23/2015
DI,20152016,02,2001,000,NEBRASKA UNIFIED DISTRICT 1,0.5056,12/12/2016
SC,20012002,02,2001,001,CLEARWATER HIGH SCHOOL,0.4396,11/09/2012
SC,20022003,02,2001,001,CLEARWATER HIGH SCHOOL,0.5169,11/09/2012
SC,20032004,02,2001,001,CLEARWATER HIGH SCHOOL,0.3457,11/09/2012
SC,20042005,02,2001,001,CLEARWATER HIGH SCHOOL,0.3836,11/09/2012
SC,20052006,02,2001,001,CLEARWATER HIGH SCHOOL,0.4603,11/09/2012
SC,20062007,02,2001,001,CLEARWATER HIGH SCHOOL,0.4310,11/09/2012
SC,20072008,02,2001,001,CLEARWATER HIGH SCHOOL,0.4138,11/09/2012
SC,20082009,02,2001,001,CLEARWATER HIGH SCHOOL,0.5088,11/09/2012
SC,20092010,02,2001,001,CLEARWATER HIGH SCHOOL,0.4915,11/09/2012
SC,20102011,02,2001,001,CLEARWATER HIGH SCHOOL,0.5143,11/09/2012
SC,20012002,02,2001,002,CLEARWATER ELEMENTARY SCHOOL,0.5325,11/09/2012
SC,20022003,02,2001,002,CLEARWATER ELEMENTARY SCHOOL,0.5733,11/09/2012
SC,20032004,02,2001,002,CLEARWATER ELEMENTARY SCHOOL,0.4545,11/09/2012
SC,20042005,02,2001,002,CLEARWATER ELEMENTARY SCHOOL,0.5513,11/09/2012
SC,20052006,02,2001,002,CLEARWATER ELEMENTARY SCHOOL,0.6517,11/09/2012
SC,20062007,02,2001,002,CLEARWATER ELEMENTARY SCHOOL,0.5376,11/09/2012
SC,20072008,02,2001,002,CLEARWATER ELEMENTARY SCHOOL,0.6019,11/09/2012
SC,20082009,02,2001,002,CLEARWATER ELEMENTARY SCHOOL,0.5887,11/09/2012
SC,20092010,02,2001,002,CLEARWATER ELEMENTARY SCHOOL,0.5896,11/09/2012
SC,20102011,02,2001,002,CLEARWATER ELEMENTARY SCHOOL,0.5455,11/09/2012
SC,20112012,02,2001,002,CLEARWATER ELEMENTARY SCHOOL,0.5660,11/09/2012
SC,20122013,02,2001,002,CLEARWATER ELEMENTARY SCHOOL,0.4766,09/10/2013
SC,20132014,02,2001,002,CLEARWATER ELEMENTARY SCHOOL,0.3474,07/07/2014
SC,20142015,02,2001,002,CLEARWATER ELEMENTARY SCHOOL,0.4691,06/23/2015
SC,20152016,02,2001,002,CLEARWATER ELEMENTARY SCHOOL,0.4533,12/12/2016
SC,20012002,02,2001,003,ORCHARD HIGH SCHOOL,0.4636,11/09/2012
SC,20022003,02,2001,003,ORCHARD HIGH SCHOOL,0.4123,11/09/2012
SC,20032004,02,2001,003,ORCHARD HIGH SCHOOL,0.4472,11/09/2012
SC,20042005,02,2001,003,ORCHARD HIGH SCHOOL,0.4186,11/09/2012
SC,20052006,02,2001,003,ORCHARD HIGH SCHOOL,0.3661,11/09/2012
SC,20062007,02,2001,003,ORCHARD HIGH SCHOOL,0.4206,11/09/2012
SC,20072008,02,2001,003,ORCHARD HIGH SCHOOL,0.4900,11/09/2012
SC,20082009,02,2001,003,ORCHARD HIGH SCHOOL,0.3412,11/09/2012
SC,20092010,02,2001,003,ORCHARD HIGH SCHOOL,0.3600,11/09/2012
SC,20102011,02,2001,003,ORCHARD HIGH SCHOOL,0.3385,11/09/2012
SC,20012002,02,2001,004,ORCHARD ELEMENTARY SCHOOL,0.5213,11/09/2012
SC,20022003,02,2001,004,ORCHARD ELEMENTARY SCHOOL,0.5341,11/09/2012
SC,20032004,02,2001,004,ORCHARD ELEMENTARY SCHOOL,0.4138,11/09/2012
SC,20042005,02,2001,004,ORCHARD ELEMENTARY SCHOOL,0.4556,11/09/2012
SC,20052006,02,2001,004,ORCHARD ELEMENTARY SCHOOL,0.3953,11/09/2012
SC,20062007,02,2001,004,ORCHARD ELEMENTARY SCHOOL,0.3944,11/09/2012
SC,20072008,02,2001,004,ORCHARD ELEMENTARY SCHOOL,0.4912,11/09/2012
SC,20082009,02,2001,004,ORCHARD ELEMENTARY SCHOOL,0.3621,11/09/2012
SC,20092010,02,2001,004,ORCHARD ELEMENTARY SCHOOL,0.5085,11/09/2012
SC,20102011,02,2001,004,ORCHARD ELEMENTARY SCHOOL,0.5769,11/09/2012
SC,20112012,02,2001,004,ORCHARD ELEMENTARY SCHOOL,0.7097,11/09/2012
SC,20122013,02,2001,004,ORCHARD ELEMENTARY SCHOOL,0.4634,09/10/2013
SC,20132014,02,2001,004,ORCHARD ELEMENTARY SCHOOL,0.6750,07/07/2014
SC,20142015,02,2001,004,ORCHARD ELEMENTARY SCHOOL,0.5962,06/23/2015
SC,20152016,02,2001,004,ORCHARD ELEMENTARY SCHOOL,0.5345,12/12/2016
SC,20012002,02,2001,005,VERDIGRE HIGH SCHOOL,0.4505,11/09/2012
SC,20022003,02,2001,005,VERDIGRE HIGH SCHOOL,0.4615,11/09/2012
SC,20032004,02,2001,005,VERDIGRE HIGH SCHOOL,0.4222,11/09/2012
SC,20042005,02,2001,005,VERDIGRE HIGH SCHOOL,0.3617,11/09/2012
SC,20052006,02,2001,005,VERDIGRE HIGH SCHOOL,0.4141,11/09/2012
SC,20062007,02,2001,005,VERDIGRE HIGH SCHOOL,0.3929,11/09/2012
SC,20072008,02,2001,005,VERDIGRE HIGH SCHOOL,0.4186,11/09/2012
SC,20082009,02,2001,005,VERDIGRE HIGH SCHOOL,0.3667,11/09/2012
SC,20092010,02,2001,005,VERDIGRE HIGH SCHOOL,0.3793,11/09/2012
SC,20102011,02,2001,005,VERDIGRE HIGH SCHOOL,0.3708,11/09/2012
SC,20012002,02,2001,006,VERDIGRE ELEMENTARY SCHOOL,0.5859,11/09/2012
SC,20022003,02,2001,006,VERDIGRE ELEMENTARY SCHOOL,0.4778,11/09/2012
SC,20032004,02,2001,006,VERDIGRE ELEMENTARY SCHOOL,0.4624,11/09/2012
SC,20042005,02,2001,006,VERDIGRE ELEMENTARY SCHOOL,0.4205,11/09/2012
SC,20052006,02,2001,006,VERDIGRE ELEMENTARY SCHOOL,0.4318,11/09/2012
SC,20062007,02,2001,006,VERDIGRE ELEMENTARY SCHOOL,0.4624,11/09/2012
SC,20072008,02,2001,006,VERDIGRE ELEMENTARY SCHOOL,0.4271,11/09/2012
SC,20082009,02,2001,006,VERDIGRE ELEMENTARY SCHOOL,0.3626,11/09/2012
SC,20092010,02,2001,006,VERDIGRE ELEMENTARY SCHOOL,0.3649,11/09/2012
SC,20102011,02,2001,006,VERDIGRE ELEMENTARY SCHOOL,0.2468,11/09/2012
SC,20112012,02,2001,006,VERDIGRE ELEMENTARY SCHOOL,-1.0000,11/09/2012
SC,20122013,02,2001,006,VERDIGRE ELEMENTARY SCHOOL,-1.0000,09/10/2013
SC,20132014,02,2001,006,VERDIGRE ELEMENTARY SCHOOL,0.6316,07/07/2014
SC,20142015,02,2001,006,VERDIGRE ELEMENTARY SCHOOL,0.6111,06/23/2015
SC,20152016,02,2001,006,VERDIGRE ELEMENTARY SCHOOL,0.6094,12/12/2016
